2024-08-21 21:15:42,330 - INFO - Ep.: 0, Score: 150.0, e: 1.00, Steps: 372, Avg Q-val: nan, replay: 372, Mem Usage: 36.6%
2024-08-21 21:15:42,804 - INFO - Ep.: 1, Score: 50.0, e: 1.00, Steps: 319, Avg Q-val: nan, replay: 691, Mem Usage: 36.7%
2024-08-21 21:15:43,036 - INFO - Ep.: 2, Score: 125.0, e: 1.00, Steps: 340, Avg Q-val: nan, replay: 1031, Mem Usage: 36.7%
2024-08-21 21:15:43,302 - INFO - Ep.: 3, Score: 175.0, e: 1.00, Steps: 297, Avg Q-val: nan, replay: 1328, Mem Usage: 36.8%
2024-08-21 21:15:43,590 - INFO - Ep.: 4, Score: 125.0, e: 1.00, Steps: 309, Avg Q-val: nan, replay: 1637, Mem Usage: 36.8%
2024-08-21 21:15:43,896 - INFO - Ep.: 5, Score: 75.0, e: 1.00, Steps: 334, Avg Q-val: nan, replay: 1971, Mem Usage: 36.9%
2024-08-21 21:15:44,244 - INFO - Ep.: 6, Score: 225.0, e: 1.00, Steps: 374, Avg Q-val: nan, replay: 2345, Mem Usage: 36.9%
2024-08-21 21:15:44,565 - INFO - Ep.: 7, Score: 275.0, e: 1.00, Steps: 348, Avg Q-val: nan, replay: 2693, Mem Usage: 37.0%
2024-08-21 21:15:44,835 - INFO - Ep.: 8, Score: 25.0, e: 1.00, Steps: 291, Avg Q-val: nan, replay: 2984, Mem Usage: 37.1%
2024-08-21 21:15:45,181 - INFO - Ep.: 9, Score: 300.0, e: 1.00, Steps: 370, Avg Q-val: nan, replay: 3354, Mem Usage: 37.1%
2024-08-21 21:15:45,432 - INFO - Ep.: 10, Score: 175.0, e: 1.00, Steps: 285, Avg Q-val: nan, replay: 3639, Mem Usage: 37.2%
2024-08-21 21:15:45,664 - INFO - Ep.: 11, Score: 100.0, e: 1.00, Steps: 328, Avg Q-val: nan, replay: 3967, Mem Usage: 37.2%
2024-08-21 21:15:45,873 - INFO - Ep.: 12, Score: 50.0, e: 1.00, Steps: 301, Avg Q-val: nan, replay: 4268, Mem Usage: 37.3%
2024-08-21 21:15:46,123 - INFO - Ep.: 13, Score: 225.0, e: 1.00, Steps: 326, Avg Q-val: nan, replay: 4594, Mem Usage: 37.4%
2024-08-21 21:15:46,428 - INFO - Ep.: 14, Score: 100.0, e: 1.00, Steps: 435, Avg Q-val: nan, replay: 5029, Mem Usage: 37.5%
2024-08-21 21:15:46,636 - INFO - Ep.: 15, Score: 50.0, e: 1.00, Steps: 300, Avg Q-val: nan, replay: 5329, Mem Usage: 37.5%
2024-08-21 21:15:46,883 - INFO - Ep.: 16, Score: 525.0, e: 1.00, Steps: 356, Avg Q-val: nan, replay: 5685, Mem Usage: 37.6%
2024-08-21 21:15:47,154 - INFO - Ep.: 17, Score: 275.0, e: 1.00, Steps: 390, Avg Q-val: nan, replay: 6075, Mem Usage: 37.6%
2024-08-21 21:15:47,369 - INFO - Ep.: 18, Score: 75.0, e: 1.00, Steps: 314, Avg Q-val: nan, replay: 6389, Mem Usage: 37.6%
2024-08-21 21:15:47,584 - INFO - Ep.: 19, Score: 100.0, e: 1.00, Steps: 306, Avg Q-val: nan, replay: 6695, Mem Usage: 37.6%
2024-08-21 21:15:47,827 - INFO - Ep.: 20, Score: 100.0, e: 1.00, Steps: 349, Avg Q-val: nan, replay: 7044, Mem Usage: 37.7%
2024-08-21 21:15:48,023 - INFO - Ep.: 21, Score: 75.0, e: 1.00, Steps: 271, Avg Q-val: nan, replay: 7315, Mem Usage: 37.7%
2024-08-21 21:15:48,228 - INFO - Ep.: 22, Score: 100.0, e: 1.00, Steps: 281, Avg Q-val: nan, replay: 7596, Mem Usage: 37.7%
2024-08-21 21:15:48,485 - INFO - Ep.: 23, Score: 175.0, e: 1.00, Steps: 346, Avg Q-val: nan, replay: 7942, Mem Usage: 37.7%
2024-08-21 21:15:48,727 - INFO - Ep.: 24, Score: 125.0, e: 1.00, Steps: 343, Avg Q-val: nan, replay: 8285, Mem Usage: 37.8%
2024-08-21 21:15:48,955 - INFO - Ep.: 25, Score: 425.0, e: 1.00, Steps: 321, Avg Q-val: nan, replay: 8606, Mem Usage: 37.8%
2024-08-21 21:15:49,170 - INFO - Ep.: 26, Score: 75.0, e: 1.00, Steps: 310, Avg Q-val: nan, replay: 8916, Mem Usage: 37.8%
2024-08-21 21:15:49,399 - INFO - Ep.: 27, Score: 75.0, e: 1.00, Steps: 323, Avg Q-val: nan, replay: 9239, Mem Usage: 37.9%
2024-08-21 21:15:49,744 - INFO - Ep.: 28, Score: 325.0, e: 1.00, Steps: 485, Avg Q-val: nan, replay: 9724, Mem Usage: 37.9%
2024-08-21 21:15:49,992 - INFO - Ep.: 29, Score: 150.0, e: 1.00, Steps: 356, Avg Q-val: nan, replay: 10080, Mem Usage: 37.9%
2024-08-21 21:15:50,197 - INFO - Ep.: 30, Score: 0.0, e: 1.00, Steps: 286, Avg Q-val: nan, replay: 10366, Mem Usage: 37.9%
2024-08-21 21:15:50,471 - INFO - Ep.: 31, Score: 650.0, e: 1.00, Steps: 392, Avg Q-val: nan, replay: 10758, Mem Usage: 38.0%
2024-08-21 21:15:50,680 - INFO - Ep.: 32, Score: 25.0, e: 1.00, Steps: 294, Avg Q-val: nan, replay: 11052, Mem Usage: 38.0%
2024-08-21 21:15:50,875 - INFO - Ep.: 33, Score: 0.0, e: 1.00, Steps: 290, Avg Q-val: nan, replay: 11342, Mem Usage: 38.0%
2024-08-21 21:15:51,135 - INFO - Ep.: 34, Score: 175.0, e: 1.00, Steps: 376, Avg Q-val: nan, replay: 11718, Mem Usage: 38.1%
2024-08-21 21:15:51,413 - INFO - Ep.: 35, Score: 200.0, e: 1.00, Steps: 399, Avg Q-val: nan, replay: 12117, Mem Usage: 38.1%
2024-08-21 21:15:51,627 - INFO - Ep.: 36, Score: 50.0, e: 1.00, Steps: 305, Avg Q-val: nan, replay: 12422, Mem Usage: 38.1%
2024-08-21 21:15:51,823 - INFO - Ep.: 37, Score: 100.0, e: 1.00, Steps: 277, Avg Q-val: nan, replay: 12699, Mem Usage: 38.1%
2024-08-21 21:15:52,041 - INFO - Ep.: 38, Score: 75.0, e: 1.00, Steps: 315, Avg Q-val: nan, replay: 13014, Mem Usage: 38.2%
2024-08-21 21:15:52,244 - INFO - Ep.: 39, Score: 25.0, e: 1.00, Steps: 293, Avg Q-val: nan, replay: 13307, Mem Usage: 38.2%
2024-08-21 21:15:52,510 - INFO - Ep.: 40, Score: 250.0, e: 1.00, Steps: 362, Avg Q-val: nan, replay: 13669, Mem Usage: 38.2%
2024-08-21 21:15:52,720 - INFO - Ep.: 41, Score: 50.0, e: 1.00, Steps: 301, Avg Q-val: nan, replay: 13970, Mem Usage: 38.2%
2024-08-21 21:15:52,894 - INFO - Ep.: 42, Score: 25.0, e: 1.00, Steps: 246, Avg Q-val: nan, replay: 14216, Mem Usage: 38.3%
2024-08-21 21:15:53,094 - INFO - Ep.: 43, Score: 0.0, e: 1.00, Steps: 288, Avg Q-val: nan, replay: 14504, Mem Usage: 38.3%
2024-08-21 21:15:53,379 - INFO - Ep.: 44, Score: 300.0, e: 1.00, Steps: 410, Avg Q-val: nan, replay: 14914, Mem Usage: 38.3%
2024-08-21 21:15:53,624 - INFO - Ep.: 45, Score: 125.0, e: 1.00, Steps: 350, Avg Q-val: nan, replay: 15264, Mem Usage: 38.4%
2024-08-21 21:15:53,880 - INFO - Ep.: 46, Score: 300.0, e: 1.00, Steps: 366, Avg Q-val: nan, replay: 15630, Mem Usage: 38.4%
2024-08-21 21:15:54,099 - INFO - Ep.: 47, Score: 400.0, e: 1.00, Steps: 323, Avg Q-val: nan, replay: 15953, Mem Usage: 38.4%
2024-08-21 21:15:54,311 - INFO - Ep.: 48, Score: 125.0, e: 1.00, Steps: 301, Avg Q-val: nan, replay: 16254, Mem Usage: 38.4%
2024-08-21 21:15:54,555 - INFO - Ep.: 49, Score: 100.0, e: 1.00, Steps: 345, Avg Q-val: nan, replay: 16599, Mem Usage: 38.5%
2024-08-21 21:15:54,734 - INFO - Ep.: 50, Score: 75.0, e: 1.00, Steps: 255, Avg Q-val: nan, replay: 16854, Mem Usage: 38.5%
2024-08-21 21:15:54,967 - INFO - Ep.: 51, Score: 100.0, e: 1.00, Steps: 331, Avg Q-val: nan, replay: 17185, Mem Usage: 38.5%
2024-08-21 21:15:55,168 - INFO - Ep.: 52, Score: 0.0, e: 1.00, Steps: 286, Avg Q-val: nan, replay: 17471, Mem Usage: 38.5%
2024-08-21 21:15:55,428 - INFO - Ep.: 53, Score: 200.0, e: 1.00, Steps: 373, Avg Q-val: nan, replay: 17844, Mem Usage: 38.6%
2024-08-21 21:15:55,656 - INFO - Ep.: 54, Score: 50.0, e: 1.00, Steps: 309, Avg Q-val: nan, replay: 18153, Mem Usage: 38.6%
2024-08-21 21:15:55,881 - INFO - Ep.: 55, Score: 125.0, e: 1.00, Steps: 319, Avg Q-val: nan, replay: 18472, Mem Usage: 38.6%
2024-08-21 21:15:56,062 - INFO - Ep.: 56, Score: 75.0, e: 1.00, Steps: 257, Avg Q-val: nan, replay: 18729, Mem Usage: 38.7%
2024-08-21 21:15:56,335 - INFO - Ep.: 57, Score: 75.0, e: 1.00, Steps: 381, Avg Q-val: nan, replay: 19110, Mem Usage: 38.7%
2024-08-21 21:15:56,559 - INFO - Ep.: 58, Score: 100.0, e: 1.00, Steps: 324, Avg Q-val: nan, replay: 19434, Mem Usage: 38.7%
2024-08-21 21:15:56,816 - INFO - Ep.: 59, Score: 125.0, e: 1.00, Steps: 366, Avg Q-val: nan, replay: 19800, Mem Usage: 38.7%
2024-08-21 21:15:57,032 - INFO - Ep.: 60, Score: 25.0, e: 1.00, Steps: 305, Avg Q-val: nan, replay: 20105, Mem Usage: 38.8%
2024-08-21 21:15:57,262 - INFO - Ep.: 61, Score: 100.0, e: 1.00, Steps: 332, Avg Q-val: nan, replay: 20437, Mem Usage: 38.8%
2024-08-21 21:15:57,562 - INFO - Ep.: 62, Score: 575.0, e: 1.00, Steps: 433, Avg Q-val: nan, replay: 20870, Mem Usage: 38.8%
2024-08-21 21:15:57,806 - INFO - Ep.: 63, Score: 150.0, e: 1.00, Steps: 345, Avg Q-val: nan, replay: 21215, Mem Usage: 38.9%
2024-08-21 21:15:58,016 - INFO - Ep.: 64, Score: 25.0, e: 1.00, Steps: 293, Avg Q-val: nan, replay: 21508, Mem Usage: 38.9%
2024-08-21 21:15:58,222 - INFO - Ep.: 65, Score: 25.0, e: 1.00, Steps: 296, Avg Q-val: nan, replay: 21804, Mem Usage: 38.9%
2024-08-21 21:15:58,468 - INFO - Ep.: 66, Score: 150.0, e: 1.00, Steps: 343, Avg Q-val: nan, replay: 22147, Mem Usage: 38.9%
2024-08-21 21:15:58,675 - INFO - Ep.: 67, Score: 50.0, e: 1.00, Steps: 298, Avg Q-val: nan, replay: 22445, Mem Usage: 39.0%
2024-08-21 21:15:58,862 - INFO - Ep.: 68, Score: 100.0, e: 1.00, Steps: 264, Avg Q-val: nan, replay: 22709, Mem Usage: 39.0%
2024-08-21 21:15:59,164 - INFO - Ep.: 69, Score: 325.0, e: 1.00, Steps: 421, Avg Q-val: nan, replay: 23130, Mem Usage: 39.0%
2024-08-21 21:15:59,399 - INFO - Ep.: 70, Score: 50.0, e: 1.00, Steps: 329, Avg Q-val: nan, replay: 23459, Mem Usage: 39.0%
2024-08-21 21:15:59,626 - INFO - Ep.: 71, Score: 75.0, e: 1.00, Steps: 315, Avg Q-val: nan, replay: 23774, Mem Usage: 39.1%
2024-08-21 21:15:59,862 - INFO - Ep.: 72, Score: 75.0, e: 1.00, Steps: 330, Avg Q-val: nan, replay: 24104, Mem Usage: 39.1%
2024-08-21 21:16:00,048 - INFO - Ep.: 73, Score: 50.0, e: 1.00, Steps: 263, Avg Q-val: nan, replay: 24367, Mem Usage: 39.1%
2024-08-21 21:16:00,275 - INFO - Ep.: 74, Score: 150.0, e: 1.00, Steps: 327, Avg Q-val: nan, replay: 24694, Mem Usage: 39.2%
2024-08-21 21:16:00,500 - INFO - Ep.: 75, Score: 225.0, e: 1.00, Steps: 325, Avg Q-val: nan, replay: 25019, Mem Usage: 39.2%
2024-08-21 21:16:00,724 - INFO - Ep.: 76, Score: 225.0, e: 1.00, Steps: 323, Avg Q-val: nan, replay: 25342, Mem Usage: 39.2%
2024-08-21 21:16:00,992 - INFO - Ep.: 77, Score: 200.0, e: 1.00, Steps: 386, Avg Q-val: nan, replay: 25728, Mem Usage: 39.2%
2024-08-21 21:16:01,244 - INFO - Ep.: 78, Score: 200.0, e: 1.00, Steps: 362, Avg Q-val: nan, replay: 26090, Mem Usage: 39.3%
2024-08-21 21:16:01,546 - INFO - Ep.: 79, Score: 350.0, e: 1.00, Steps: 432, Avg Q-val: nan, replay: 26522, Mem Usage: 39.3%
2024-08-21 21:16:01,764 - INFO - Ep.: 80, Score: 100.0, e: 1.00, Steps: 315, Avg Q-val: nan, replay: 26837, Mem Usage: 39.3%
2024-08-21 21:16:02,003 - INFO - Ep.: 81, Score: 225.0, e: 1.00, Steps: 346, Avg Q-val: nan, replay: 27183, Mem Usage: 39.4%
2024-08-21 21:16:02,246 - INFO - Ep.: 82, Score: 400.0, e: 1.00, Steps: 349, Avg Q-val: nan, replay: 27532, Mem Usage: 39.4%
2024-08-21 21:16:02,446 - INFO - Ep.: 83, Score: 0.0, e: 1.00, Steps: 281, Avg Q-val: nan, replay: 27813, Mem Usage: 39.4%
2024-08-21 21:16:02,648 - INFO - Ep.: 84, Score: 25.0, e: 1.00, Steps: 291, Avg Q-val: nan, replay: 28104, Mem Usage: 39.4%
2024-08-21 21:16:02,867 - INFO - Ep.: 85, Score: 150.0, e: 1.00, Steps: 314, Avg Q-val: nan, replay: 28418, Mem Usage: 39.5%
2024-08-21 21:16:03,099 - INFO - Ep.: 86, Score: 100.0, e: 1.00, Steps: 335, Avg Q-val: nan, replay: 28753, Mem Usage: 39.5%
2024-08-21 21:16:03,304 - INFO - Ep.: 87, Score: 25.0, e: 1.00, Steps: 293, Avg Q-val: nan, replay: 29046, Mem Usage: 39.5%
2024-08-21 21:16:03,506 - INFO - Ep.: 88, Score: 25.0, e: 1.00, Steps: 295, Avg Q-val: nan, replay: 29341, Mem Usage: 39.5%
2024-08-21 21:16:03,716 - INFO - Ep.: 89, Score: 75.0, e: 1.00, Steps: 309, Avg Q-val: nan, replay: 29650, Mem Usage: 39.6%
2024-08-21 21:16:03,930 - INFO - Ep.: 90, Score: 100.0, e: 1.00, Steps: 310, Avg Q-val: nan, replay: 29960, Mem Usage: 39.6%
2024-08-21 21:16:04,135 - INFO - Ep.: 91, Score: 25.0, e: 1.00, Steps: 296, Avg Q-val: nan, replay: 30256, Mem Usage: 39.6%
2024-08-21 21:16:04,345 - INFO - Ep.: 92, Score: 150.0, e: 1.00, Steps: 301, Avg Q-val: nan, replay: 30557, Mem Usage: 39.7%
2024-08-21 21:16:04,573 - INFO - Ep.: 93, Score: 200.0, e: 1.00, Steps: 327, Avg Q-val: nan, replay: 30884, Mem Usage: 39.7%
2024-08-21 21:16:04,823 - INFO - Ep.: 94, Score: 125.0, e: 1.00, Steps: 359, Avg Q-val: nan, replay: 31243, Mem Usage: 39.7%
2024-08-21 21:16:05,067 - INFO - Ep.: 95, Score: 125.0, e: 1.00, Steps: 352, Avg Q-val: nan, replay: 31595, Mem Usage: 39.7%
2024-08-21 21:16:05,460 - INFO - Ep.: 96, Score: 250.0, e: 1.00, Steps: 561, Avg Q-val: nan, replay: 32156, Mem Usage: 39.8%
2024-08-21 21:16:05,674 - INFO - Ep.: 97, Score: 200.0, e: 1.00, Steps: 312, Avg Q-val: nan, replay: 32468, Mem Usage: 39.8%
2024-08-21 21:16:05,882 - INFO - Ep.: 98, Score: 0.0, e: 1.00, Steps: 288, Avg Q-val: nan, replay: 32756, Mem Usage: 39.8%
2024-08-21 21:16:06,181 - INFO - Ep.: 99, Score: 250.0, e: 1.00, Steps: 417, Avg Q-val: nan, replay: 33173, Mem Usage: 39.9%
2024-08-21 21:16:06,381 - INFO - Ep.: 100, Score: 0.0, e: 1.00, Steps: 290, Avg Q-val: nan, replay: 33463, Mem Usage: 39.9%
2024-08-21 21:16:06,633 - INFO - Ep.: 101, Score: 125.0, e: 1.00, Steps: 364, Avg Q-val: nan, replay: 33827, Mem Usage: 39.9%
2024-08-21 21:16:06,846 - INFO - Ep.: 102, Score: 125.0, e: 1.00, Steps: 306, Avg Q-val: nan, replay: 34133, Mem Usage: 40.0%
2024-08-21 21:16:07,089 - INFO - Ep.: 103, Score: 100.0, e: 1.00, Steps: 330, Avg Q-val: nan, replay: 34463, Mem Usage: 40.0%
2024-08-21 21:16:07,319 - INFO - Ep.: 104, Score: 100.0, e: 1.00, Steps: 320, Avg Q-val: nan, replay: 34783, Mem Usage: 40.0%
2024-08-21 21:16:07,595 - INFO - Ep.: 105, Score: 525.0, e: 1.00, Steps: 393, Avg Q-val: nan, replay: 35176, Mem Usage: 40.0%
2024-08-21 21:16:07,822 - INFO - Ep.: 106, Score: 125.0, e: 1.00, Steps: 325, Avg Q-val: nan, replay: 35501, Mem Usage: 40.1%
2024-08-21 21:16:08,034 - INFO - Ep.: 107, Score: 175.0, e: 1.00, Steps: 298, Avg Q-val: nan, replay: 35799, Mem Usage: 40.1%
2024-08-21 21:16:08,326 - INFO - Ep.: 108, Score: 575.0, e: 1.00, Steps: 421, Avg Q-val: nan, replay: 36220, Mem Usage: 40.1%
2024-08-21 21:16:08,549 - INFO - Ep.: 109, Score: 100.0, e: 1.00, Steps: 323, Avg Q-val: nan, replay: 36543, Mem Usage: 40.2%
2024-08-21 21:16:08,893 - INFO - Ep.: 110, Score: 350.0, e: 1.00, Steps: 499, Avg Q-val: nan, replay: 37042, Mem Usage: 40.2%
2024-08-21 21:16:09,126 - INFO - Ep.: 111, Score: 250.0, e: 1.00, Steps: 328, Avg Q-val: nan, replay: 37370, Mem Usage: 40.2%
2024-08-21 21:16:09,343 - INFO - Ep.: 112, Score: 50.0, e: 1.00, Steps: 309, Avg Q-val: nan, replay: 37679, Mem Usage: 40.2%
2024-08-21 21:16:09,540 - INFO - Ep.: 113, Score: 0.0, e: 1.00, Steps: 284, Avg Q-val: nan, replay: 37963, Mem Usage: 40.3%
2024-08-21 21:16:09,781 - INFO - Ep.: 114, Score: 150.0, e: 1.00, Steps: 351, Avg Q-val: nan, replay: 38314, Mem Usage: 40.3%
2024-08-21 21:16:09,993 - INFO - Ep.: 115, Score: 50.0, e: 1.00, Steps: 305, Avg Q-val: nan, replay: 38619, Mem Usage: 40.3%
2024-08-21 21:16:10,190 - INFO - Ep.: 116, Score: 0.0, e: 1.00, Steps: 285, Avg Q-val: nan, replay: 38904, Mem Usage: 40.3%
2024-08-21 21:16:10,400 - INFO - Ep.: 117, Score: 25.0, e: 1.00, Steps: 296, Avg Q-val: nan, replay: 39200, Mem Usage: 40.4%
2024-08-21 21:16:10,655 - INFO - Ep.: 118, Score: 525.0, e: 1.00, Steps: 373, Avg Q-val: nan, replay: 39573, Mem Usage: 40.4%
2024-08-21 21:16:10,906 - INFO - Ep.: 119, Score: 125.0, e: 1.00, Steps: 331, Avg Q-val: nan, replay: 39904, Mem Usage: 40.4%
2024-08-21 21:16:11,189 - INFO - Ep.: 120, Score: 225.0, e: 1.00, Steps: 400, Avg Q-val: nan, replay: 40304, Mem Usage: 40.5%
2024-08-21 21:16:11,440 - INFO - Ep.: 121, Score: 125.0, e: 1.00, Steps: 362, Avg Q-val: nan, replay: 40666, Mem Usage: 40.5%
2024-08-21 21:16:11,640 - INFO - Ep.: 122, Score: 0.0, e: 1.00, Steps: 285, Avg Q-val: nan, replay: 40951, Mem Usage: 40.5%
2024-08-21 21:16:11,850 - INFO - Ep.: 123, Score: 50.0, e: 1.00, Steps: 305, Avg Q-val: nan, replay: 41256, Mem Usage: 40.5%
2024-08-21 21:16:12,077 - INFO - Ep.: 124, Score: 100.0, e: 1.00, Steps: 326, Avg Q-val: nan, replay: 41582, Mem Usage: 40.6%
2024-08-21 21:16:12,325 - INFO - Ep.: 125, Score: 375.0, e: 1.00, Steps: 357, Avg Q-val: nan, replay: 41939, Mem Usage: 40.6%
