2024-09-16 09:44:01,114 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Alien_results/models/dqn_model_ALE_Alien_final_20240828_123131.pth
2024-09-16 09:44:02,025 - INFO - Ep.: 0, Score: -21.0, e: 1.00, Steps: 880, Avg Q-val: nan, replay: 880, Mem Usage: 13.3%
2024-09-16 09:44:02,774 - INFO - Ep.: 1, Score: -20.0, e: 1.00, Steps: 898, Avg Q-val: nan, replay: 1778, Mem Usage: 13.5%
2024-09-16 09:44:03,322 - INFO - Ep.: 2, Score: -21.0, e: 1.00, Steps: 884, Avg Q-val: nan, replay: 2662, Mem Usage: 13.6%
2024-09-16 09:44:03,877 - INFO - Ep.: 3, Score: -21.0, e: 1.00, Steps: 899, Avg Q-val: nan, replay: 3561, Mem Usage: 13.8%
2024-09-16 09:44:04,427 - INFO - Ep.: 4, Score: -21.0, e: 1.00, Steps: 886, Avg Q-val: nan, replay: 4447, Mem Usage: 13.9%
2024-09-16 09:44:04,973 - INFO - Ep.: 5, Score: -21.0, e: 1.00, Steps: 884, Avg Q-val: nan, replay: 5331, Mem Usage: 14.1%
2024-09-16 09:44:05,516 - INFO - Ep.: 6, Score: -20.0, e: 1.00, Steps: 871, Avg Q-val: nan, replay: 6202, Mem Usage: 14.3%
2024-09-16 09:44:06,093 - INFO - Ep.: 7, Score: -20.0, e: 1.00, Steps: 842, Avg Q-val: nan, replay: 7044, Mem Usage: 14.4%
2024-09-16 09:44:06,701 - INFO - Ep.: 8, Score: -21.0, e: 1.00, Steps: 873, Avg Q-val: nan, replay: 7917, Mem Usage: 14.5%
2024-09-16 09:44:07,338 - INFO - Ep.: 9, Score: -19.0, e: 1.00, Steps: 921, Avg Q-val: nan, replay: 8838, Mem Usage: 14.6%
2024-09-16 09:44:08,069 - INFO - Ep.: 10, Score: -20.0, e: 1.00, Steps: 1078, Avg Q-val: nan, replay: 9916, Mem Usage: 14.7%
2024-09-16 09:44:08,694 - INFO - Ep.: 11, Score: -20.0, e: 1.00, Steps: 919, Avg Q-val: nan, replay: 10835, Mem Usage: 14.8%
2024-09-16 09:44:09,343 - INFO - Ep.: 12, Score: -20.0, e: 1.00, Steps: 938, Avg Q-val: nan, replay: 11773, Mem Usage: 14.9%
2024-09-16 09:44:09,938 - INFO - Ep.: 13, Score: -21.0, e: 1.00, Steps: 854, Avg Q-val: nan, replay: 12627, Mem Usage: 15.0%
2024-09-16 09:44:10,544 - INFO - Ep.: 14, Score: -21.0, e: 1.00, Steps: 870, Avg Q-val: nan, replay: 13497, Mem Usage: 15.1%
2024-09-16 09:44:11,317 - INFO - Ep.: 15, Score: -20.0, e: 1.00, Steps: 1172, Avg Q-val: nan, replay: 14669, Mem Usage: 15.2%
2024-09-16 09:44:11,902 - INFO - Ep.: 16, Score: -21.0, e: 1.00, Steps: 832, Avg Q-val: nan, replay: 15501, Mem Usage: 15.2%
2024-09-16 09:44:12,597 - INFO - Ep.: 17, Score: -19.0, e: 1.00, Steps: 1022, Avg Q-val: nan, replay: 16523, Mem Usage: 15.3%
2024-09-16 09:44:13,221 - INFO - Ep.: 18, Score: -21.0, e: 1.00, Steps: 912, Avg Q-val: nan, replay: 17435, Mem Usage: 15.4%
2024-09-16 09:44:13,954 - INFO - Ep.: 19, Score: -20.0, e: 1.00, Steps: 1083, Avg Q-val: nan, replay: 18518, Mem Usage: 15.5%
2024-09-16 09:44:14,498 - INFO - Ep.: 20, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 19282, Mem Usage: 15.6%
2024-09-16 09:44:15,075 - INFO - Ep.: 21, Score: -21.0, e: 1.00, Steps: 820, Avg Q-val: nan, replay: 20102, Mem Usage: 15.6%
2024-09-16 09:44:15,717 - INFO - Ep.: 22, Score: -20.0, e: 1.00, Steps: 950, Avg Q-val: nan, replay: 21052, Mem Usage: 15.7%
2024-09-16 09:44:16,476 - INFO - Ep.: 23, Score: -18.0, e: 1.00, Steps: 1130, Avg Q-val: nan, replay: 22182, Mem Usage: 15.8%
2024-09-16 09:44:17,018 - INFO - Ep.: 24, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 22946, Mem Usage: 15.9%
2024-09-16 09:44:17,694 - INFO - Ep.: 25, Score: -20.0, e: 1.00, Steps: 986, Avg Q-val: nan, replay: 23932, Mem Usage: 16.0%
2024-09-16 09:44:18,277 - INFO - Ep.: 26, Score: -21.0, e: 1.00, Steps: 848, Avg Q-val: nan, replay: 24780, Mem Usage: 16.0%
2024-09-16 09:44:18,858 - INFO - Ep.: 27, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 25604, Mem Usage: 16.1%
2024-09-16 09:44:19,453 - INFO - Ep.: 28, Score: -21.0, e: 1.00, Steps: 853, Avg Q-val: nan, replay: 26457, Mem Usage: 16.2%
2024-09-16 09:44:20,014 - INFO - Ep.: 29, Score: -21.0, e: 1.00, Steps: 793, Avg Q-val: nan, replay: 27250, Mem Usage: 16.2%
2024-09-16 09:44:20,707 - INFO - Ep.: 30, Score: -21.0, e: 1.00, Steps: 1035, Avg Q-val: nan, replay: 28285, Mem Usage: 16.3%
2024-09-16 09:44:21,346 - INFO - Ep.: 31, Score: -20.0, e: 1.00, Steps: 928, Avg Q-val: nan, replay: 29213, Mem Usage: 16.4%
2024-09-16 09:44:21,937 - INFO - Ep.: 32, Score: -21.0, e: 1.00, Steps: 843, Avg Q-val: nan, replay: 30056, Mem Usage: 16.5%
2024-09-16 09:44:22,594 - INFO - Ep.: 33, Score: -21.0, e: 1.00, Steps: 961, Avg Q-val: nan, replay: 31017, Mem Usage: 16.6%
2024-09-16 09:44:23,234 - INFO - Ep.: 34, Score: -20.0, e: 1.00, Steps: 947, Avg Q-val: nan, replay: 31964, Mem Usage: 16.6%
2024-09-16 09:44:24,037 - INFO - Ep.: 35, Score: -19.0, e: 1.00, Steps: 1200, Avg Q-val: nan, replay: 33164, Mem Usage: 16.7%
2024-09-16 09:44:24,618 - INFO - Ep.: 36, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 33988, Mem Usage: 16.8%
