2024-08-30 09:58:50,988 - INFO - Ep.: 0, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 764, Mem Usage: 34.3%
2024-08-30 09:58:51,819 - INFO - Ep.: 1, Score: -21.0, e: 1.00, Steps: 880, Avg Q-val: nan, replay: 1644, Mem Usage: 34.5%
2024-08-30 09:58:52,449 - INFO - Ep.: 2, Score: -21.0, e: 1.00, Steps: 898, Avg Q-val: nan, replay: 2542, Mem Usage: 34.6%
2024-08-30 09:58:52,993 - INFO - Ep.: 3, Score: -21.0, e: 1.00, Steps: 811, Avg Q-val: nan, replay: 3353, Mem Usage: 34.7%
2024-08-30 09:58:53,583 - INFO - Ep.: 4, Score: -21.0, e: 1.00, Steps: 880, Avg Q-val: nan, replay: 4233, Mem Usage: 35.0%
2024-08-30 09:58:54,172 - INFO - Ep.: 5, Score: -21.0, e: 1.00, Steps: 882, Avg Q-val: nan, replay: 5115, Mem Usage: 35.1%
2024-08-30 09:58:54,755 - INFO - Ep.: 6, Score: -21.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 5967, Mem Usage: 35.2%
2024-08-30 09:58:55,276 - INFO - Ep.: 7, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 6731, Mem Usage: 35.4%
2024-08-30 09:58:56,103 - INFO - Ep.: 8, Score: -19.0, e: 1.00, Steps: 1230, Avg Q-val: nan, replay: 7961, Mem Usage: 35.6%
2024-08-30 09:58:56,649 - INFO - Ep.: 9, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 8725, Mem Usage: 35.7%
2024-08-30 09:58:57,226 - INFO - Ep.: 10, Score: -21.0, e: 1.00, Steps: 853, Avg Q-val: nan, replay: 9578, Mem Usage: 35.8%
2024-08-30 09:58:57,850 - INFO - Ep.: 11, Score: -21.0, e: 1.00, Steps: 915, Avg Q-val: nan, replay: 10493, Mem Usage: 36.0%
2024-08-30 09:58:58,499 - INFO - Ep.: 12, Score: -20.0, e: 1.00, Steps: 932, Avg Q-val: nan, replay: 11425, Mem Usage: 36.2%
2024-08-30 09:58:59,272 - INFO - Ep.: 13, Score: -21.0, e: 1.00, Steps: 1147, Avg Q-val: nan, replay: 12572, Mem Usage: 36.3%
2024-08-30 09:58:59,932 - INFO - Ep.: 14, Score: -20.0, e: 1.00, Steps: 926, Avg Q-val: nan, replay: 13498, Mem Usage: 36.6%
2024-08-30 09:59:00,617 - INFO - Ep.: 15, Score: -20.0, e: 1.00, Steps: 998, Avg Q-val: nan, replay: 14496, Mem Usage: 36.7%
2024-08-30 09:59:01,196 - INFO - Ep.: 16, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 15320, Mem Usage: 36.8%
2024-08-30 09:59:01,830 - INFO - Ep.: 17, Score: -21.0, e: 1.00, Steps: 931, Avg Q-val: nan, replay: 16251, Mem Usage: 37.0%
2024-08-30 09:59:02,503 - INFO - Ep.: 18, Score: -19.0, e: 1.00, Steps: 1008, Avg Q-val: nan, replay: 17259, Mem Usage: 37.1%
2024-08-30 09:59:03,215 - INFO - Ep.: 19, Score: -18.0, e: 1.00, Steps: 1074, Avg Q-val: nan, replay: 18333, Mem Usage: 37.3%
2024-08-30 09:59:03,917 - INFO - Ep.: 20, Score: -20.0, e: 1.00, Steps: 977, Avg Q-val: nan, replay: 19310, Mem Usage: 37.5%
2024-08-30 09:59:04,676 - INFO - Ep.: 21, Score: -18.0, e: 1.00, Steps: 1087, Avg Q-val: nan, replay: 20397, Mem Usage: 37.7%
2024-08-30 09:59:05,205 - INFO - Ep.: 22, Score: -21.0, e: 1.00, Steps: 794, Avg Q-val: nan, replay: 21191, Mem Usage: 37.8%
2024-08-30 09:59:05,834 - INFO - Ep.: 23, Score: -21.0, e: 1.00, Steps: 947, Avg Q-val: nan, replay: 22138, Mem Usage: 38.0%
2024-08-30 09:59:06,414 - INFO - Ep.: 24, Score: -21.0, e: 1.00, Steps: 880, Avg Q-val: nan, replay: 23018, Mem Usage: 38.1%
2024-08-30 09:59:06,951 - INFO - Ep.: 25, Score: -21.0, e: 1.00, Steps: 794, Avg Q-val: nan, replay: 23812, Mem Usage: 38.2%
2024-08-30 09:59:07,584 - INFO - Ep.: 26, Score: -20.0, e: 1.00, Steps: 947, Avg Q-val: nan, replay: 24759, Mem Usage: 38.3%
2024-08-30 09:59:08,173 - INFO - Ep.: 27, Score: -20.0, e: 1.00, Steps: 889, Avg Q-val: nan, replay: 25648, Mem Usage: 38.5%
2024-08-30 09:59:08,774 - INFO - Ep.: 28, Score: -21.0, e: 1.00, Steps: 891, Avg Q-val: nan, replay: 26539, Mem Usage: 38.8%
2024-08-30 09:59:09,520 - INFO - Ep.: 29, Score: -18.0, e: 1.00, Steps: 1120, Avg Q-val: nan, replay: 27659, Mem Usage: 38.8%
2024-08-30 09:59:10,158 - INFO - Ep.: 30, Score: -21.0, e: 1.00, Steps: 940, Avg Q-val: nan, replay: 28599, Mem Usage: 39.0%
2024-08-30 09:59:10,677 - INFO - Ep.: 31, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 29363, Mem Usage: 39.1%
2024-08-30 09:59:11,318 - INFO - Ep.: 32, Score: -21.0, e: 1.00, Steps: 900, Avg Q-val: nan, replay: 30263, Mem Usage: 39.3%
2024-08-30 09:59:12,043 - INFO - Ep.: 33, Score: -18.0, e: 1.00, Steps: 1044, Avg Q-val: nan, replay: 31307, Mem Usage: 39.4%
2024-08-30 09:59:12,604 - INFO - Ep.: 34, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 32131, Mem Usage: 39.5%
2024-08-30 09:59:13,174 - INFO - Ep.: 35, Score: -21.0, e: 1.00, Steps: 855, Avg Q-val: nan, replay: 32986, Mem Usage: 39.6%
2024-08-30 09:59:13,814 - INFO - Ep.: 36, Score: -21.0, e: 1.00, Steps: 946, Avg Q-val: nan, replay: 33932, Mem Usage: 39.8%
2024-08-30 09:59:14,518 - INFO - Ep.: 37, Score: -21.0, e: 1.00, Steps: 1004, Avg Q-val: nan, replay: 34936, Mem Usage: 39.9%
2024-08-30 09:59:15,347 - INFO - Ep.: 38, Score: -20.0, e: 1.00, Steps: 1155, Avg Q-val: nan, replay: 36091, Mem Usage: 40.1%
2024-08-30 09:59:15,929 - INFO - Ep.: 39, Score: -21.0, e: 1.00, Steps: 854, Avg Q-val: nan, replay: 36945, Mem Usage: 40.1%
2024-08-30 09:59:16,589 - INFO - Ep.: 40, Score: -20.0, e: 1.00, Steps: 950, Avg Q-val: nan, replay: 37895, Mem Usage: 40.1%
2024-08-30 09:59:17,282 - INFO - Ep.: 41, Score: -20.0, e: 1.00, Steps: 989, Avg Q-val: nan, replay: 38884, Mem Usage: 40.2%
2024-08-30 09:59:17,875 - INFO - Ep.: 42, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 39708, Mem Usage: 40.3%
2024-08-30 09:59:18,457 - INFO - Ep.: 43, Score: -21.0, e: 1.00, Steps: 854, Avg Q-val: nan, replay: 40562, Mem Usage: 40.4%
2024-08-30 09:59:18,988 - INFO - Ep.: 44, Score: -21.0, e: 1.00, Steps: 783, Avg Q-val: nan, replay: 41345, Mem Usage: 40.4%
2024-08-30 09:59:19,647 - INFO - Ep.: 45, Score: -20.0, e: 1.00, Steps: 962, Avg Q-val: nan, replay: 42307, Mem Usage: 40.6%
2024-08-30 09:59:20,225 - INFO - Ep.: 46, Score: -21.0, e: 1.00, Steps: 848, Avg Q-val: nan, replay: 43155, Mem Usage: 40.6%
2024-08-30 09:59:20,844 - INFO - Ep.: 47, Score: -21.0, e: 1.00, Steps: 912, Avg Q-val: nan, replay: 44067, Mem Usage: 40.7%
2024-08-30 09:59:21,516 - INFO - Ep.: 48, Score: -19.0, e: 1.00, Steps: 948, Avg Q-val: nan, replay: 45015, Mem Usage: 40.8%
2024-08-30 09:59:22,096 - INFO - Ep.: 49, Score: -20.0, e: 1.00, Steps: 842, Avg Q-val: nan, replay: 45857, Mem Usage: 40.8%
