2024-11-01 18:46:34,611 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Frogger_results/models/dqn_model_ALE_Frogger_final_20240829_113617.pth
2024-11-01 18:46:35,577 - INFO - Ep.: 0, Score: 30.0, e: 0.05, Steps: 405, Avg Q-val: 53.06, replay: 405, Mem Usage: 12.9%
2024-11-01 18:46:36,272 - INFO - Ep.: 1, Score: 95.0, e: 0.05, Steps: 384, Avg Q-val: 56.42, replay: 789, Mem Usage: 13.0%
2024-11-01 18:46:36,844 - INFO - Ep.: 2, Score: 173.0, e: 0.05, Steps: 537, Avg Q-val: 58.51, replay: 1326, Mem Usage: 13.1%
2024-11-01 18:46:37,233 - INFO - Ep.: 3, Score: 89.0, e: 0.05, Steps: 340, Avg Q-val: 55.75, replay: 1666, Mem Usage: 13.1%
2024-11-01 18:46:37,773 - INFO - Ep.: 4, Score: 105.0, e: 0.05, Steps: 513, Avg Q-val: 55.78, replay: 2179, Mem Usage: 13.2%
2024-11-01 18:46:38,232 - INFO - Ep.: 5, Score: 96.0, e: 0.05, Steps: 391, Avg Q-val: 57.08, replay: 2570, Mem Usage: 13.4%
2024-11-01 18:46:38,748 - INFO - Ep.: 6, Score: 157.0, e: 0.05, Steps: 481, Avg Q-val: 56.35, replay: 3051, Mem Usage: 13.5%
2024-11-01 18:46:39,170 - INFO - Ep.: 7, Score: 90.0, e: 0.05, Steps: 382, Avg Q-val: 56.09, replay: 3433, Mem Usage: 13.6%
2024-11-01 18:46:39,600 - INFO - Ep.: 8, Score: 107.0, e: 0.05, Steps: 384, Avg Q-val: 56.46, replay: 3817, Mem Usage: 13.7%
2024-11-01 18:46:39,993 - INFO - Ep.: 9, Score: 23.0, e: 0.05, Steps: 349, Avg Q-val: 49.89, replay: 4166, Mem Usage: 13.8%
2024-11-01 18:46:40,690 - INFO - Ep.: 10, Score: 236.0, e: 0.05, Steps: 682, Avg Q-val: 58.30, replay: 4848, Mem Usage: 14.0%
2024-11-01 18:46:41,658 - INFO - Ep.: 11, Score: 279.0, e: 0.05, Steps: 984, Avg Q-val: 55.31, replay: 5832, Mem Usage: 14.2%
2024-11-01 18:46:42,139 - INFO - Ep.: 12, Score: 166.0, e: 0.05, Steps: 443, Avg Q-val: 56.28, replay: 6275, Mem Usage: 14.3%
2024-11-01 18:46:42,557 - INFO - Ep.: 13, Score: 96.0, e: 0.05, Steps: 376, Avg Q-val: 53.76, replay: 6651, Mem Usage: 14.4%
2024-11-01 18:46:42,952 - INFO - Ep.: 14, Score: 27.0, e: 0.05, Steps: 351, Avg Q-val: 53.11, replay: 7002, Mem Usage: 14.5%
2024-11-01 18:46:43,605 - INFO - Ep.: 15, Score: 156.0, e: 0.05, Steps: 634, Avg Q-val: 52.65, replay: 7636, Mem Usage: 14.7%
2024-11-01 18:46:44,245 - INFO - Ep.: 16, Score: 174.0, e: 0.05, Steps: 618, Avg Q-val: 54.58, replay: 8254, Mem Usage: 14.9%
2024-11-01 18:46:45,327 - INFO - Ep.: 17, Score: 437.0, e: 0.05, Steps: 1076, Avg Q-val: 56.19, replay: 9330, Mem Usage: 15.2%
2024-11-01 18:46:45,756 - INFO - Ep.: 18, Score: 156.0, e: 0.05, Steps: 389, Avg Q-val: 58.16, replay: 9719, Mem Usage: 15.3%
2024-11-01 18:46:46,185 - INFO - Ep.: 19, Score: 96.0, e: 0.05, Steps: 373, Avg Q-val: 53.78, replay: 10092, Mem Usage: 15.4%
2024-11-01 18:46:46,931 - INFO - Ep.: 20, Score: 242.0, e: 0.05, Steps: 730, Avg Q-val: 60.16, replay: 10822, Mem Usage: 15.7%
2024-11-01 18:46:47,537 - INFO - Ep.: 21, Score: 172.0, e: 0.05, Steps: 549, Avg Q-val: 58.81, replay: 11371, Mem Usage: 15.9%
2024-11-01 18:46:48,077 - INFO - Ep.: 22, Score: 156.0, e: 0.05, Steps: 487, Avg Q-val: 55.45, replay: 11858, Mem Usage: 16.1%
2024-11-01 18:46:48,551 - INFO - Ep.: 23, Score: 32.0, e: 0.05, Steps: 410, Avg Q-val: 54.98, replay: 12268, Mem Usage: 16.2%
2024-11-01 18:46:49,223 - INFO - Ep.: 24, Score: 235.0, e: 0.05, Steps: 616, Avg Q-val: 61.25, replay: 12884, Mem Usage: 16.4%
2024-11-01 18:46:49,888 - INFO - Ep.: 25, Score: 181.0, e: 0.05, Steps: 601, Avg Q-val: 57.89, replay: 13485, Mem Usage: 16.6%
2024-11-01 18:46:50,309 - INFO - Ep.: 26, Score: 27.0, e: 0.05, Steps: 350, Avg Q-val: 49.65, replay: 13835, Mem Usage: 16.7%
2024-11-01 18:46:50,788 - INFO - Ep.: 27, Score: 98.0, e: 0.05, Steps: 411, Avg Q-val: 59.51, replay: 14246, Mem Usage: 16.9%
2024-11-01 18:46:51,324 - INFO - Ep.: 28, Score: 85.0, e: 0.05, Steps: 477, Avg Q-val: 48.91, replay: 14723, Mem Usage: 17.1%
2024-11-01 18:46:51,942 - INFO - Ep.: 29, Score: 173.0, e: 0.05, Steps: 548, Avg Q-val: 59.43, replay: 15271, Mem Usage: 17.2%
2024-11-01 18:46:52,641 - INFO - Ep.: 30, Score: 231.0, e: 0.05, Steps: 643, Avg Q-val: 58.53, replay: 15914, Mem Usage: 17.5%
2024-11-01 18:46:53,165 - INFO - Ep.: 31, Score: 101.0, e: 0.05, Steps: 465, Avg Q-val: 51.61, replay: 16379, Mem Usage: 17.6%
2024-11-01 18:46:53,747 - INFO - Ep.: 32, Score: 168.0, e: 0.05, Steps: 503, Avg Q-val: 57.87, replay: 16882, Mem Usage: 17.8%
2024-11-01 18:46:54,191 - INFO - Ep.: 33, Score: 36.0, e: 0.05, Steps: 390, Avg Q-val: 56.79, replay: 17272, Mem Usage: 17.9%
2024-11-01 18:46:54,614 - INFO - Ep.: 34, Score: 89.0, e: 0.05, Steps: 341, Avg Q-val: 55.03, replay: 17613, Mem Usage: 18.1%
2024-11-01 18:46:55,097 - INFO - Ep.: 35, Score: 90.0, e: 0.05, Steps: 390, Avg Q-val: 56.28, replay: 18003, Mem Usage: 18.3%
2024-11-01 18:46:55,867 - INFO - Ep.: 36, Score: 239.0, e: 0.05, Steps: 703, Avg Q-val: 58.45, replay: 18706, Mem Usage: 18.5%
2024-11-01 18:46:56,489 - INFO - Ep.: 37, Score: 166.0, e: 0.05, Steps: 546, Avg Q-val: 56.26, replay: 19252, Mem Usage: 18.8%
2024-11-01 18:46:57,054 - INFO - Ep.: 38, Score: 164.0, e: 0.05, Steps: 493, Avg Q-val: 54.96, replay: 19745, Mem Usage: 19.0%
2024-11-01 18:46:57,683 - INFO - Ep.: 39, Score: 174.0, e: 0.05, Steps: 548, Avg Q-val: 58.66, replay: 20293, Mem Usage: 19.3%
2024-11-01 18:46:58,487 - INFO - Ep.: 40, Score: 238.0, e: 0.05, Steps: 740, Avg Q-val: 59.66, replay: 21033, Mem Usage: 19.6%
2024-11-01 18:46:59,044 - INFO - Ep.: 41, Score: 96.0, e: 0.05, Steps: 493, Avg Q-val: 54.84, replay: 21526, Mem Usage: 19.8%
2024-11-01 18:46:59,824 - INFO - Ep.: 42, Score: 229.0, e: 0.05, Steps: 706, Avg Q-val: 56.15, replay: 22232, Mem Usage: 20.0%
2024-11-01 18:47:00,447 - INFO - Ep.: 43, Score: 171.0, e: 0.05, Steps: 541, Avg Q-val: 59.87, replay: 22773, Mem Usage: 20.3%
2024-11-01 18:47:00,898 - INFO - Ep.: 44, Score: 98.0, e: 0.05, Steps: 381, Avg Q-val: 58.74, replay: 23154, Mem Usage: 20.5%
2024-11-01 18:47:01,612 - INFO - Ep.: 45, Score: 174.0, e: 0.05, Steps: 634, Avg Q-val: 57.46, replay: 23788, Mem Usage: 20.7%
2024-11-01 18:47:02,395 - INFO - Ep.: 46, Score: 239.0, e: 0.05, Steps: 709, Avg Q-val: 58.47, replay: 24497, Mem Usage: 21.0%
2024-11-01 18:47:02,873 - INFO - Ep.: 47, Score: 99.0, e: 0.05, Steps: 416, Avg Q-val: 51.35, replay: 24913, Mem Usage: 21.2%
2024-11-01 18:47:03,512 - INFO - Ep.: 48, Score: 108.0, e: 0.05, Steps: 540, Avg Q-val: 55.45, replay: 25453, Mem Usage: 21.5%
2024-11-01 18:47:04,652 - INFO - Ep.: 49, Score: 290.0, e: 0.05, Steps: 1073, Avg Q-val: 61.60, replay: 26526, Mem Usage: 22.0%
2024-11-01 18:47:05,443 - INFO - Ep.: 50, Score: 221.0, e: 0.05, Steps: 736, Avg Q-val: 58.07, replay: 27262, Mem Usage: 22.4%
2024-11-01 18:47:06,199 - INFO - Ep.: 51, Score: 239.0, e: 0.05, Steps: 666, Avg Q-val: 58.21, replay: 27928, Mem Usage: 22.7%
2024-11-01 18:47:06,812 - INFO - Ep.: 52, Score: 167.0, e: 0.05, Steps: 545, Avg Q-val: 58.74, replay: 28473, Mem Usage: 23.0%
2024-11-01 18:47:07,372 - INFO - Ep.: 53, Score: 98.0, e: 0.05, Steps: 480, Avg Q-val: 51.54, replay: 28953, Mem Usage: 23.3%
2024-11-01 18:47:08,186 - INFO - Ep.: 54, Score: 216.0, e: 0.05, Steps: 735, Avg Q-val: 57.26, replay: 29688, Mem Usage: 23.6%
2024-11-01 18:47:08,754 - INFO - Ep.: 55, Score: 107.0, e: 0.05, Steps: 500, Avg Q-val: 56.18, replay: 30188, Mem Usage: 23.9%
2024-11-01 18:47:09,551 - INFO - Ep.: 56, Score: 218.0, e: 0.05, Steps: 721, Avg Q-val: 56.68, replay: 30909, Mem Usage: 24.2%
2024-11-01 18:47:10,156 - INFO - Ep.: 57, Score: 168.0, e: 0.05, Steps: 521, Avg Q-val: 58.07, replay: 31430, Mem Usage: 24.5%
2024-11-01 18:47:11,109 - INFO - Ep.: 58, Score: 290.0, e: 0.05, Steps: 874, Avg Q-val: 61.40, replay: 32304, Mem Usage: 24.9%
2024-11-01 18:47:11,662 - INFO - Ep.: 59, Score: 100.0, e: 0.05, Steps: 476, Avg Q-val: 50.07, replay: 32780, Mem Usage: 25.1%
2024-11-01 18:47:12,306 - INFO - Ep.: 60, Score: 176.0, e: 0.05, Steps: 556, Avg Q-val: 59.43, replay: 33336, Mem Usage: 25.4%
2024-11-01 18:47:13,114 - INFO - Ep.: 61, Score: 224.0, e: 0.05, Steps: 734, Avg Q-val: 57.30, replay: 34070, Mem Usage: 25.8%
2024-11-01 18:47:13,476 - INFO - Ep.: 62, Score: 18.0, e: 0.05, Steps: 284, Avg Q-val: 44.09, replay: 34354, Mem Usage: 25.9%
2024-11-01 18:47:13,935 - INFO - Ep.: 63, Score: 32.0, e: 0.05, Steps: 377, Avg Q-val: 56.88, replay: 34731, Mem Usage: 26.1%
2024-11-01 18:47:14,420 - INFO - Ep.: 64, Score: 160.0, e: 0.05, Steps: 416, Avg Q-val: 56.47, replay: 35147, Mem Usage: 26.3%
2024-11-01 18:47:14,986 - INFO - Ep.: 65, Score: 99.0, e: 0.05, Steps: 490, Avg Q-val: 54.15, replay: 35637, Mem Usage: 26.6%
