2024-09-24 22:10:55,651 - INFO - Modelo preentrenado cargado desde /home/riwamoto/riwamoto_data/ALE_Qbert_results/models/dqn_model_ALE_Qbert_final_20240831_094643.pth
2024-09-24 22:10:56,276 - INFO - Ep.: 1, Score: 1275.0, e: 0.05, Steps: 699, Avg Q-val: 0.05, replay: 699, Mem Usage: 4.1%
2024-09-24 22:10:56,820 - INFO - Ep.: 2, Score: 1275.0, e: 0.05, Steps: 719, Avg Q-val: 0.05, replay: 1418, Mem Usage: 4.4%
2024-09-24 22:10:57,288 - INFO - Ep.: 3, Score: 1250.0, e: 0.05, Steps: 610, Avg Q-val: 0.05, replay: 2028, Mem Usage: 4.6%
2024-09-24 22:10:57,820 - INFO - Ep.: 4, Score: 575.0, e: 0.05, Steps: 707, Avg Q-val: 0.05, replay: 2735, Mem Usage: 4.8%
2024-09-24 22:10:58,474 - INFO - Ep.: 5, Score: 1225.0, e: 0.05, Steps: 887, Avg Q-val: 0.05, replay: 3622, Mem Usage: 5.1%
2024-09-24 22:10:59,115 - INFO - Ep.: 6, Score: 825.0, e: 0.05, Steps: 872, Avg Q-val: 0.05, replay: 4494, Mem Usage: 5.4%
2024-09-24 22:10:59,633 - INFO - Ep.: 7, Score: 750.0, e: 0.05, Steps: 680, Avg Q-val: 0.05, replay: 5174, Mem Usage: 5.6%
2024-09-24 22:11:00,188 - INFO - Ep.: 8, Score: 450.0, e: 0.05, Steps: 742, Avg Q-val: 0.05, replay: 5916, Mem Usage: 5.9%
2024-09-24 22:11:00,736 - INFO - Ep.: 9, Score: 4025.0, e: 0.05, Steps: 730, Avg Q-val: 0.05, replay: 6646, Mem Usage: 6.1%
2024-09-24 22:11:01,129 - INFO - Ep.: 10, Score: 300.0, e: 0.05, Steps: 502, Avg Q-val: 0.05, replay: 7148, Mem Usage: 6.3%
2024-09-24 22:11:01,640 - INFO - Ep.: 11, Score: 575.0, e: 0.05, Steps: 677, Avg Q-val: 0.05, replay: 7825, Mem Usage: 6.5%
2024-09-24 22:11:02,008 - INFO - Ep.: 12, Score: 125.0, e: 0.05, Steps: 461, Avg Q-val: 0.05, replay: 8286, Mem Usage: 6.7%
2024-09-24 22:11:02,379 - INFO - Ep.: 13, Score: 600.0, e: 0.05, Steps: 471, Avg Q-val: 0.05, replay: 8757, Mem Usage: 6.9%
2024-09-24 22:11:03,038 - INFO - Ep.: 14, Score: 5300.0, e: 0.05, Steps: 899, Avg Q-val: 0.05, replay: 9656, Mem Usage: 7.2%
2024-09-24 22:11:03,444 - INFO - Ep.: 15, Score: 600.0, e: 0.05, Steps: 524, Avg Q-val: 0.05, replay: 10180, Mem Usage: 7.3%
2024-09-24 22:11:04,093 - INFO - Ep.: 16, Score: 4825.0, e: 0.05, Steps: 887, Avg Q-val: 0.05, replay: 11067, Mem Usage: 7.6%
2024-09-24 22:11:04,365 - INFO - Ep.: 17, Score: 100.0, e: 0.05, Steps: 318, Avg Q-val: 0.05, replay: 11385, Mem Usage: 7.8%
2024-09-24 22:11:04,716 - INFO - Ep.: 18, Score: 625.0, e: 0.05, Steps: 435, Avg Q-val: 0.05, replay: 11820, Mem Usage: 7.9%
2024-09-24 22:11:05,119 - INFO - Ep.: 19, Score: 225.0, e: 0.05, Steps: 511, Avg Q-val: 0.05, replay: 12331, Mem Usage: 8.1%
2024-09-24 22:11:05,840 - INFO - Ep.: 20, Score: 4675.0, e: 0.05, Steps: 997, Avg Q-val: 0.05, replay: 13328, Mem Usage: 8.4%
2024-09-24 22:11:06,538 - INFO - Ep.: 21, Score: 4575.0, e: 0.05, Steps: 957, Avg Q-val: 0.05, replay: 14285, Mem Usage: 8.7%
2024-09-24 22:11:06,912 - INFO - Ep.: 22, Score: 300.0, e: 0.05, Steps: 467, Avg Q-val: 0.05, replay: 14752, Mem Usage: 8.9%
