2024-09-08 22:47:56,912 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_MarioBros_results/models/dqn_model_ALE_MarioBros_final_20240831_094717.pth
2024-09-08 22:47:59,444 - INFO - Ep.: 0, Score: 0.0, e: 0.05, Steps: 1415, Avg Q-val: 4.40, replay: 1415, Mem Usage: 39.0%
2024-09-08 22:48:00,328 - INFO - Ep.: 1, Score: 0.0, e: 0.05, Steps: 403, Avg Q-val: 4.40, replay: 1818, Mem Usage: 38.9%
2024-09-08 22:48:00,836 - INFO - Ep.: 2, Score: 0.0, e: 0.05, Steps: 326, Avg Q-val: 3.88, replay: 2144, Mem Usage: 39.0%
2024-09-08 22:48:01,887 - INFO - Ep.: 3, Score: 0.0, e: 0.05, Steps: 780, Avg Q-val: 3.96, replay: 2924, Mem Usage: 39.1%
2024-09-08 22:48:02,563 - INFO - Ep.: 4, Score: 0.0, e: 0.05, Steps: 453, Avg Q-val: 4.14, replay: 3377, Mem Usage: 39.1%
2024-09-08 22:48:03,825 - INFO - Ep.: 5, Score: 0.0, e: 0.05, Steps: 888, Avg Q-val: 3.92, replay: 4265, Mem Usage: 39.0%
2024-09-08 22:48:05,038 - INFO - Ep.: 6, Score: 0.0, e: 0.05, Steps: 909, Avg Q-val: 3.78, replay: 5174, Mem Usage: 39.1%
2024-09-08 22:48:06,529 - INFO - Ep.: 7, Score: 0.0, e: 0.05, Steps: 1151, Avg Q-val: 4.16, replay: 6325, Mem Usage: 39.3%
2024-09-08 22:48:07,724 - INFO - Ep.: 8, Score: 0.0, e: 0.05, Steps: 877, Avg Q-val: 3.62, replay: 7202, Mem Usage: 39.3%
2024-09-08 22:48:08,206 - INFO - Ep.: 9, Score: 0.0, e: 0.05, Steps: 326, Avg Q-val: 3.62, replay: 7528, Mem Usage: 39.3%
2024-09-08 22:48:09,547 - INFO - Ep.: 10, Score: 0.0, e: 0.05, Steps: 969, Avg Q-val: 3.80, replay: 8497, Mem Usage: 39.5%
2024-09-08 22:48:10,691 - INFO - Ep.: 11, Score: 0.0, e: 0.05, Steps: 825, Avg Q-val: 4.04, replay: 9322, Mem Usage: 39.5%
2024-09-08 22:48:11,292 - INFO - Ep.: 12, Score: 0.0, e: 0.05, Steps: 388, Avg Q-val: 3.65, replay: 9710, Mem Usage: 39.6%
2024-09-08 22:48:12,358 - INFO - Ep.: 13, Score: 0.0, e: 0.05, Steps: 795, Avg Q-val: 3.73, replay: 10505, Mem Usage: 39.6%
2024-09-08 22:48:14,116 - INFO - Ep.: 14, Score: 0.0, e: 0.05, Steps: 1354, Avg Q-val: 4.33, replay: 11859, Mem Usage: 39.7%
2024-09-08 22:48:15,056 - INFO - Ep.: 15, Score: 0.0, e: 0.05, Steps: 682, Avg Q-val: 4.76, replay: 12541, Mem Usage: 39.8%
2024-09-08 22:48:16,571 - INFO - Ep.: 16, Score: 0.0, e: 0.05, Steps: 1110, Avg Q-val: 4.34, replay: 13651, Mem Usage: 39.8%
2024-09-08 22:48:17,547 - INFO - Ep.: 17, Score: 0.0, e: 0.05, Steps: 730, Avg Q-val: 3.86, replay: 14381, Mem Usage: 39.9%
2024-09-08 22:48:18,612 - INFO - Ep.: 18, Score: 0.0, e: 0.05, Steps: 815, Avg Q-val: 4.18, replay: 15196, Mem Usage: 40.0%
2024-09-08 22:48:20,245 - INFO - Ep.: 19, Score: 0.0, e: 0.05, Steps: 1293, Avg Q-val: 4.30, replay: 16489, Mem Usage: 40.2%
2024-09-08 22:48:21,520 - INFO - Ep.: 20, Score: 0.0, e: 0.05, Steps: 953, Avg Q-val: 4.25, replay: 17442, Mem Usage: 40.3%
2024-09-08 22:48:22,145 - INFO - Ep.: 21, Score: 0.0, e: 0.05, Steps: 426, Avg Q-val: 4.12, replay: 17868, Mem Usage: 40.3%
