2024-09-24 10:29:36,650 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Qbert_results/models/dqn_model_ALE_Qbert_final_20240831_094643.pth
2024-09-24 10:29:37,913 - INFO - Ep.: 0, Score: -21.0, e: 1.00, Steps: 908, Avg Q-val: nan, replay: 908, Mem Usage: 36.5%
2024-09-24 10:29:38,830 - INFO - Ep.: 1, Score: -21.0, e: 1.00, Steps: 882, Avg Q-val: nan, replay: 1790, Mem Usage: 36.8%
2024-09-24 10:29:39,563 - INFO - Ep.: 2, Score: -20.0, e: 1.00, Steps: 927, Avg Q-val: nan, replay: 2717, Mem Usage: 37.3%
2024-09-24 10:29:40,199 - INFO - Ep.: 3, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 3541, Mem Usage: 37.6%
2024-09-24 10:29:40,835 - INFO - Ep.: 4, Score: -21.0, e: 1.00, Steps: 848, Avg Q-val: nan, replay: 4389, Mem Usage: 37.9%
2024-09-24 10:29:41,503 - INFO - Ep.: 5, Score: -20.0, e: 1.00, Steps: 917, Avg Q-val: nan, replay: 5306, Mem Usage: 38.1%
2024-09-24 10:29:42,300 - INFO - Ep.: 6, Score: -21.0, e: 1.00, Steps: 1049, Avg Q-val: nan, replay: 6355, Mem Usage: 38.5%
2024-09-24 10:29:42,999 - INFO - Ep.: 7, Score: -21.0, e: 1.00, Steps: 940, Avg Q-val: nan, replay: 7295, Mem Usage: 38.8%
2024-09-24 10:29:43,632 - INFO - Ep.: 8, Score: -20.0, e: 1.00, Steps: 842, Avg Q-val: nan, replay: 8137, Mem Usage: 39.1%
2024-09-24 10:29:44,557 - INFO - Ep.: 9, Score: -18.0, e: 1.00, Steps: 1225, Avg Q-val: nan, replay: 9362, Mem Usage: 39.5%
2024-09-24 10:29:45,142 - INFO - Ep.: 10, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 10126, Mem Usage: 39.8%
2024-09-24 10:29:45,822 - INFO - Ep.: 11, Score: -21.0, e: 1.00, Steps: 883, Avg Q-val: nan, replay: 11009, Mem Usage: 40.1%
2024-09-24 10:29:46,520 - INFO - Ep.: 12, Score: -21.0, e: 1.00, Steps: 886, Avg Q-val: nan, replay: 11895, Mem Usage: 40.5%
2024-09-24 10:29:47,145 - INFO - Ep.: 13, Score: -21.0, e: 1.00, Steps: 812, Avg Q-val: nan, replay: 12707, Mem Usage: 40.7%
2024-09-24 10:29:47,751 - INFO - Ep.: 14, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 13531, Mem Usage: 41.0%
2024-09-24 10:29:48,345 - INFO - Ep.: 15, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 14295, Mem Usage: 41.3%
2024-09-24 10:29:49,077 - INFO - Ep.: 16, Score: -21.0, e: 1.00, Steps: 911, Avg Q-val: nan, replay: 15206, Mem Usage: 41.5%
2024-09-24 10:29:49,887 - INFO - Ep.: 17, Score: -21.0, e: 1.00, Steps: 1063, Avg Q-val: nan, replay: 16269, Mem Usage: 41.9%
2024-09-24 10:29:50,630 - INFO - Ep.: 18, Score: -19.0, e: 1.00, Steps: 966, Avg Q-val: nan, replay: 17235, Mem Usage: 42.1%
