2024-09-26 11:45:59,069 - INFO - Ep.: 0, Score: -19.0, e: 1.00, Steps: 1040, Avg Q-val: nan, replay: 1040, Mem Usage: 38.6%
2024-09-26 11:46:00,114 - INFO - Ep.: 1, Score: -19.0, e: 1.00, Steps: 1027, Avg Q-val: nan, replay: 2067, Mem Usage: 38.8%
2024-09-26 11:46:00,832 - INFO - Ep.: 2, Score: -19.0, e: 1.00, Steps: 944, Avg Q-val: nan, replay: 3011, Mem Usage: 39.0%
2024-09-26 11:46:01,631 - INFO - Ep.: 3, Score: -20.0, e: 1.00, Steps: 1072, Avg Q-val: nan, replay: 4083, Mem Usage: 39.2%
2024-09-26 11:46:02,321 - INFO - Ep.: 4, Score: -20.0, e: 1.00, Steps: 900, Avg Q-val: nan, replay: 4983, Mem Usage: 39.4%
2024-09-26 11:46:03,027 - INFO - Ep.: 5, Score: -19.0, e: 1.00, Steps: 920, Avg Q-val: nan, replay: 5903, Mem Usage: 39.6%
2024-09-26 11:46:03,824 - INFO - Ep.: 6, Score: -19.0, e: 1.00, Steps: 1027, Avg Q-val: nan, replay: 6930, Mem Usage: 39.7%
2024-09-26 11:46:04,567 - INFO - Ep.: 7, Score: -20.0, e: 1.00, Steps: 948, Avg Q-val: nan, replay: 7878, Mem Usage: 39.8%
2024-09-26 11:46:05,281 - INFO - Ep.: 8, Score: -19.0, e: 1.00, Steps: 937, Avg Q-val: nan, replay: 8815, Mem Usage: 39.9%
2024-09-26 11:46:05,947 - INFO - Ep.: 9, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 9639, Mem Usage: 40.1%
2024-09-26 11:46:06,720 - INFO - Ep.: 10, Score: -20.0, e: 1.00, Steps: 964, Avg Q-val: nan, replay: 10603, Mem Usage: 40.3%
2024-09-26 11:46:07,407 - INFO - Ep.: 11, Score: -21.0, e: 1.00, Steps: 810, Avg Q-val: nan, replay: 11413, Mem Usage: 40.5%
2024-09-26 11:46:08,015 - INFO - Ep.: 12, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 12177, Mem Usage: 40.6%
2024-09-26 11:46:08,710 - INFO - Ep.: 13, Score: -20.0, e: 1.00, Steps: 859, Avg Q-val: nan, replay: 13036, Mem Usage: 40.7%
2024-09-26 11:46:09,373 - INFO - Ep.: 14, Score: -20.0, e: 1.00, Steps: 842, Avg Q-val: nan, replay: 13878, Mem Usage: 40.8%
2024-09-26 11:46:09,993 - INFO - Ep.: 15, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 14642, Mem Usage: 40.9%
2024-09-26 11:46:10,654 - INFO - Ep.: 16, Score: -20.0, e: 1.00, Steps: 870, Avg Q-val: nan, replay: 15512, Mem Usage: 41.0%
2024-09-26 11:46:11,293 - INFO - Ep.: 17, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 16276, Mem Usage: 41.1%
2024-09-26 11:46:11,911 - INFO - Ep.: 18, Score: -21.0, e: 1.00, Steps: 793, Avg Q-val: nan, replay: 17069, Mem Usage: 41.3%
2024-09-26 11:46:12,566 - INFO - Ep.: 19, Score: -20.0, e: 1.00, Steps: 859, Avg Q-val: nan, replay: 17928, Mem Usage: 41.4%
2024-09-26 11:46:13,268 - INFO - Ep.: 20, Score: -21.0, e: 1.00, Steps: 946, Avg Q-val: nan, replay: 18874, Mem Usage: 41.5%
2024-09-26 11:46:13,986 - INFO - Ep.: 21, Score: -20.0, e: 1.00, Steps: 921, Avg Q-val: nan, replay: 19795, Mem Usage: 41.7%
2024-09-26 11:46:14,612 - INFO - Ep.: 22, Score: -21.0, e: 1.00, Steps: 783, Avg Q-val: nan, replay: 20578, Mem Usage: 41.9%
2024-09-26 11:46:15,321 - INFO - Ep.: 23, Score: -19.0, e: 1.00, Steps: 937, Avg Q-val: nan, replay: 21515, Mem Usage: 42.0%
2024-09-26 11:46:16,119 - INFO - Ep.: 24, Score: -18.0, e: 1.00, Steps: 1059, Avg Q-val: nan, replay: 22574, Mem Usage: 42.2%
2024-09-26 11:46:16,785 - INFO - Ep.: 25, Score: -21.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 23426, Mem Usage: 42.4%
2024-09-26 11:46:17,534 - INFO - Ep.: 26, Score: -20.0, e: 1.00, Steps: 985, Avg Q-val: nan, replay: 24411, Mem Usage: 42.5%
2024-09-26 11:46:18,227 - INFO - Ep.: 27, Score: -20.0, e: 1.00, Steps: 859, Avg Q-val: nan, replay: 25270, Mem Usage: 42.7%
2024-09-26 11:46:18,937 - INFO - Ep.: 28, Score: -20.0, e: 1.00, Steps: 931, Avg Q-val: nan, replay: 26201, Mem Usage: 42.8%
2024-09-26 11:46:19,578 - INFO - Ep.: 29, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 26965, Mem Usage: 42.9%
2024-09-26 11:46:20,202 - INFO - Ep.: 30, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 27729, Mem Usage: 43.1%
2024-09-26 11:46:20,948 - INFO - Ep.: 31, Score: -19.0, e: 1.00, Steps: 951, Avg Q-val: nan, replay: 28680, Mem Usage: 43.3%
2024-09-26 11:46:21,639 - INFO - Ep.: 32, Score: -20.0, e: 1.00, Steps: 859, Avg Q-val: nan, replay: 29539, Mem Usage: 43.6%
2024-09-26 11:46:22,272 - INFO - Ep.: 33, Score: -20.0, e: 1.00, Steps: 838, Avg Q-val: nan, replay: 30377, Mem Usage: 43.7%
2024-09-26 11:46:23,143 - INFO - Ep.: 34, Score: -17.0, e: 1.00, Steps: 1145, Avg Q-val: nan, replay: 31522, Mem Usage: 44.1%
2024-09-26 11:46:23,856 - INFO - Ep.: 35, Score: -19.0, e: 1.00, Steps: 938, Avg Q-val: nan, replay: 32460, Mem Usage: 44.3%
2024-09-26 11:46:24,543 - INFO - Ep.: 36, Score: -20.0, e: 1.00, Steps: 922, Avg Q-val: nan, replay: 33382, Mem Usage: 44.5%
2024-09-26 11:46:25,238 - INFO - Ep.: 37, Score: -20.0, e: 1.00, Steps: 870, Avg Q-val: nan, replay: 34252, Mem Usage: 44.8%
2024-09-26 11:46:25,914 - INFO - Ep.: 38, Score: -20.0, e: 1.00, Steps: 842, Avg Q-val: nan, replay: 35094, Mem Usage: 45.0%
2024-09-26 11:46:26,550 - INFO - Ep.: 39, Score: -21.0, e: 1.00, Steps: 783, Avg Q-val: nan, replay: 35877, Mem Usage: 45.0%
