2024-09-19 10:54:31,061 - INFO - Modelo preentrenado cargado desde /home/riwamoto/riwamoto_data/ALE_MarioBros_results/models/dqn_model_ALE_MarioBros_final_20240831_094717.pth
2024-09-19 10:54:31,990 - INFO - Ep.: 1, Score: 4000.0, e: 0.05, Steps: 1195, Avg Q-val: 0.05, replay: 1195, Mem Usage: 6.3%
2024-09-19 10:54:31,991 - INFO - Ep.: 2, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1196, Mem Usage: 6.3%
2024-09-19 10:54:31,991 - INFO - Ep.: 3, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1197, Mem Usage: 6.3%
2024-09-19 10:54:31,992 - INFO - Ep.: 4, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1198, Mem Usage: 6.3%
2024-09-19 10:54:31,993 - INFO - Ep.: 5, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1199, Mem Usage: 6.3%
2024-09-19 10:54:31,993 - INFO - Ep.: 6, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1200, Mem Usage: 6.3%
2024-09-19 10:54:31,994 - INFO - Ep.: 7, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1201, Mem Usage: 6.3%
2024-09-19 10:54:31,994 - INFO - Ep.: 8, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1202, Mem Usage: 6.3%
2024-09-19 10:54:31,995 - INFO - Ep.: 9, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1203, Mem Usage: 6.3%
2024-09-19 10:54:31,996 - INFO - Ep.: 10, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1204, Mem Usage: 6.3%
2024-09-19 10:54:31,996 - INFO - Ep.: 11, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1205, Mem Usage: 6.3%
2024-09-19 10:54:31,997 - INFO - Ep.: 12, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1206, Mem Usage: 6.3%
2024-09-19 10:54:31,997 - INFO - Ep.: 13, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1207, Mem Usage: 6.3%
2024-09-19 10:54:31,998 - INFO - Ep.: 14, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1208, Mem Usage: 6.3%
2024-09-19 10:54:31,998 - INFO - Ep.: 15, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1209, Mem Usage: 6.3%
2024-09-19 10:54:31,999 - INFO - Ep.: 16, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1210, Mem Usage: 6.3%
2024-09-19 10:54:32,000 - INFO - Ep.: 17, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1211, Mem Usage: 6.3%
2024-09-19 10:54:32,000 - INFO - Ep.: 18, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1212, Mem Usage: 6.3%
2024-09-19 10:54:32,001 - INFO - Ep.: 19, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1213, Mem Usage: 6.3%
2024-09-19 10:54:32,002 - INFO - Ep.: 20, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1214, Mem Usage: 6.3%
2024-09-19 10:54:32,002 - INFO - Ep.: 21, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1215, Mem Usage: 6.3%
2024-09-19 10:54:32,003 - INFO - Ep.: 22, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1216, Mem Usage: 6.3%
2024-09-19 10:54:32,003 - INFO - Ep.: 23, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1217, Mem Usage: 6.3%
2024-09-19 10:54:32,004 - INFO - Ep.: 24, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1218, Mem Usage: 6.3%
2024-09-19 10:54:32,005 - INFO - Ep.: 25, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1219, Mem Usage: 6.3%
2024-09-19 10:54:32,005 - INFO - Ep.: 26, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1220, Mem Usage: 6.3%
2024-09-19 10:54:32,006 - INFO - Ep.: 27, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1221, Mem Usage: 6.3%
2024-09-19 10:54:32,007 - INFO - Ep.: 28, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1222, Mem Usage: 6.3%
2024-09-19 10:54:32,007 - INFO - Ep.: 29, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1223, Mem Usage: 6.3%
2024-09-19 10:54:32,008 - INFO - Ep.: 30, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1224, Mem Usage: 6.3%
2024-09-19 10:54:32,008 - INFO - Ep.: 31, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1225, Mem Usage: 6.3%
2024-09-19 10:54:32,009 - INFO - Ep.: 32, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1226, Mem Usage: 6.3%
2024-09-19 10:54:32,009 - INFO - Ep.: 33, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1227, Mem Usage: 6.3%
2024-09-19 10:54:32,010 - INFO - Ep.: 34, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1228, Mem Usage: 6.3%
2024-09-19 10:54:32,011 - INFO - Ep.: 35, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1229, Mem Usage: 6.3%
2024-09-19 10:54:32,011 - INFO - Ep.: 36, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1230, Mem Usage: 6.3%
2024-09-19 10:54:32,012 - INFO - Ep.: 37, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1231, Mem Usage: 6.3%
2024-09-19 10:54:32,013 - INFO - Ep.: 38, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1232, Mem Usage: 6.3%
2024-09-19 10:54:32,013 - INFO - Ep.: 39, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1233, Mem Usage: 6.3%
2024-09-19 10:54:32,014 - INFO - Ep.: 40, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1234, Mem Usage: 6.3%
2024-09-19 10:54:32,015 - INFO - Ep.: 41, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1235, Mem Usage: 6.3%
2024-09-19 10:54:32,015 - INFO - Ep.: 42, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1236, Mem Usage: 6.3%
2024-09-19 10:54:32,016 - INFO - Ep.: 43, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1237, Mem Usage: 6.3%
2024-09-19 10:54:32,017 - INFO - Ep.: 44, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1238, Mem Usage: 6.3%
2024-09-19 10:54:32,017 - INFO - Ep.: 45, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1239, Mem Usage: 6.3%
2024-09-19 10:54:32,018 - INFO - Ep.: 46, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1240, Mem Usage: 6.3%
2024-09-19 10:54:32,018 - INFO - Ep.: 47, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1241, Mem Usage: 6.3%
2024-09-19 10:54:32,019 - INFO - Ep.: 48, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1242, Mem Usage: 6.3%
2024-09-19 10:54:32,020 - INFO - Ep.: 49, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1243, Mem Usage: 6.3%
2024-09-19 10:54:32,020 - INFO - Ep.: 50, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1244, Mem Usage: 6.3%
2024-09-19 10:54:32,021 - INFO - Ep.: 51, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1245, Mem Usage: 6.3%
2024-09-19 10:54:32,021 - INFO - Ep.: 52, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1246, Mem Usage: 6.3%
2024-09-19 10:54:32,022 - INFO - Ep.: 53, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1247, Mem Usage: 6.3%
2024-09-19 10:54:32,023 - INFO - Ep.: 54, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1248, Mem Usage: 6.3%
2024-09-19 10:54:32,023 - INFO - Ep.: 55, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1249, Mem Usage: 6.3%
2024-09-19 10:54:32,024 - INFO - Ep.: 56, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1250, Mem Usage: 6.3%
2024-09-19 10:54:32,025 - INFO - Ep.: 57, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1251, Mem Usage: 6.3%
2024-09-19 10:54:32,025 - INFO - Ep.: 58, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1252, Mem Usage: 6.3%
2024-09-19 10:54:32,026 - INFO - Ep.: 59, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1253, Mem Usage: 6.3%
2024-09-19 10:54:32,026 - INFO - Ep.: 60, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1254, Mem Usage: 6.3%
2024-09-19 10:54:32,027 - INFO - Ep.: 61, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1255, Mem Usage: 6.3%
2024-09-19 10:54:32,028 - INFO - Ep.: 62, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1256, Mem Usage: 6.3%
2024-09-19 10:54:32,028 - INFO - Ep.: 63, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1257, Mem Usage: 6.3%
2024-09-19 10:54:32,029 - INFO - Ep.: 64, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1258, Mem Usage: 6.3%
2024-09-19 10:54:32,030 - INFO - Ep.: 65, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1259, Mem Usage: 6.3%
2024-09-19 10:54:32,030 - INFO - Ep.: 66, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1260, Mem Usage: 6.3%
2024-09-19 10:54:32,031 - INFO - Ep.: 67, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1261, Mem Usage: 6.3%
2024-09-19 10:54:32,031 - INFO - Ep.: 68, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1262, Mem Usage: 6.3%
2024-09-19 10:54:32,032 - INFO - Ep.: 69, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1263, Mem Usage: 6.3%
2024-09-19 10:54:32,033 - INFO - Ep.: 70, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1264, Mem Usage: 6.3%
2024-09-19 10:54:32,033 - INFO - Ep.: 71, Score: 0.0, e: 0.05, Steps: 1, Avg Q-val: 0.05, replay: 1265, Mem Usage: 6.3%
