2024-08-23 12:42:08,783 - INFO - Ep.: 0, Score: -21.0, e: 1.00, Steps: 854, Avg Q-val: nan, replay: 854, Mem Usage: 31.5%
2024-08-23 12:42:09,657 - INFO - Ep.: 1, Score: -20.0, e: 1.00, Steps: 923, Avg Q-val: nan, replay: 1777, Mem Usage: 31.6%
2024-08-23 12:42:10,296 - INFO - Ep.: 2, Score: -21.0, e: 1.00, Steps: 964, Avg Q-val: nan, replay: 2741, Mem Usage: 31.7%
2024-08-23 12:42:10,945 - INFO - Ep.: 3, Score: -20.0, e: 1.00, Steps: 921, Avg Q-val: nan, replay: 3662, Mem Usage: 31.7%
2024-08-23 12:42:11,508 - INFO - Ep.: 4, Score: -20.0, e: 1.00, Steps: 842, Avg Q-val: nan, replay: 4504, Mem Usage: 31.8%
2024-08-23 12:42:12,036 - INFO - Ep.: 5, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 5268, Mem Usage: 31.9%
2024-08-23 12:42:12,628 - INFO - Ep.: 6, Score: -20.0, e: 1.00, Steps: 870, Avg Q-val: nan, replay: 6138, Mem Usage: 32.0%
2024-08-23 12:42:13,207 - INFO - Ep.: 7, Score: -20.0, e: 1.00, Steps: 870, Avg Q-val: nan, replay: 7008, Mem Usage: 32.1%
2024-08-23 12:42:13,723 - INFO - Ep.: 8, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 7772, Mem Usage: 32.1%
2024-08-23 12:42:14,344 - INFO - Ep.: 9, Score: -20.0, e: 1.00, Steps: 938, Avg Q-val: nan, replay: 8710, Mem Usage: 32.2%
2024-08-23 12:42:14,883 - INFO - Ep.: 10, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 9534, Mem Usage: 32.3%
2024-08-23 12:42:15,464 - INFO - Ep.: 11, Score: -21.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 10386, Mem Usage: 32.3%
2024-08-23 12:42:16,051 - INFO - Ep.: 12, Score: -20.0, e: 1.00, Steps: 842, Avg Q-val: nan, replay: 11228, Mem Usage: 32.4%
2024-08-23 12:42:16,635 - INFO - Ep.: 13, Score: -21.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 12080, Mem Usage: 32.5%
2024-08-23 12:42:17,274 - INFO - Ep.: 14, Score: -20.0, e: 1.00, Steps: 940, Avg Q-val: nan, replay: 13020, Mem Usage: 32.5%
2024-08-23 12:42:17,985 - INFO - Ep.: 15, Score: -20.0, e: 1.00, Steps: 1013, Avg Q-val: nan, replay: 14033, Mem Usage: 32.6%
2024-08-23 12:42:18,750 - INFO - Ep.: 16, Score: -17.0, e: 1.00, Steps: 1147, Avg Q-val: nan, replay: 15180, Mem Usage: 32.7%
2024-08-23 12:42:19,339 - INFO - Ep.: 17, Score: -21.0, e: 1.00, Steps: 887, Avg Q-val: nan, replay: 16067, Mem Usage: 32.8%
2024-08-23 12:42:19,995 - INFO - Ep.: 18, Score: -21.0, e: 1.00, Steps: 990, Avg Q-val: nan, replay: 17057, Mem Usage: 32.9%
2024-08-23 12:42:20,508 - INFO - Ep.: 19, Score: -21.0, e: 1.00, Steps: 782, Avg Q-val: nan, replay: 17839, Mem Usage: 32.9%
2024-08-23 12:42:21,063 - INFO - Ep.: 20, Score: -21.0, e: 1.00, Steps: 820, Avg Q-val: nan, replay: 18659, Mem Usage: 33.0%
2024-08-23 12:42:21,657 - INFO - Ep.: 21, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 19483, Mem Usage: 33.1%
2024-08-23 12:42:22,238 - INFO - Ep.: 22, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 20307, Mem Usage: 33.1%
2024-08-23 12:42:22,767 - INFO - Ep.: 23, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 21071, Mem Usage: 33.2%
2024-08-23 12:42:23,421 - INFO - Ep.: 24, Score: -21.0, e: 1.00, Steps: 962, Avg Q-val: nan, replay: 22033, Mem Usage: 33.3%
2024-08-23 12:42:24,076 - INFO - Ep.: 25, Score: -20.0, e: 1.00, Steps: 950, Avg Q-val: nan, replay: 22983, Mem Usage: 33.4%
2024-08-23 12:42:24,638 - INFO - Ep.: 26, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 23807, Mem Usage: 33.5%
2024-08-23 12:42:25,272 - INFO - Ep.: 27, Score: -20.0, e: 1.00, Steps: 951, Avg Q-val: nan, replay: 24758, Mem Usage: 33.5%
2024-08-23 12:42:25,796 - INFO - Ep.: 28, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 25522, Mem Usage: 33.6%
2024-08-23 12:42:26,479 - INFO - Ep.: 29, Score: -20.0, e: 1.00, Steps: 1039, Avg Q-val: nan, replay: 26561, Mem Usage: 33.7%
2024-08-23 12:42:27,063 - INFO - Ep.: 30, Score: -21.0, e: 1.00, Steps: 886, Avg Q-val: nan, replay: 27447, Mem Usage: 33.7%
2024-08-23 12:42:27,564 - INFO - Ep.: 31, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 28211, Mem Usage: 33.8%
2024-08-23 12:42:28,109 - INFO - Ep.: 32, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 29035, Mem Usage: 33.9%
2024-08-23 12:42:28,661 - INFO - Ep.: 33, Score: -21.0, e: 1.00, Steps: 826, Avg Q-val: nan, replay: 29861, Mem Usage: 34.0%
2024-08-23 12:42:29,342 - INFO - Ep.: 34, Score: -19.0, e: 1.00, Steps: 1025, Avg Q-val: nan, replay: 30886, Mem Usage: 34.0%
2024-08-23 12:42:30,050 - INFO - Ep.: 35, Score: -19.0, e: 1.00, Steps: 1053, Avg Q-val: nan, replay: 31939, Mem Usage: 34.1%
2024-08-23 12:42:30,807 - INFO - Ep.: 36, Score: -19.0, e: 1.00, Steps: 1121, Avg Q-val: nan, replay: 33060, Mem Usage: 34.2%
2024-08-23 12:42:31,401 - INFO - Ep.: 37, Score: -20.0, e: 1.00, Steps: 889, Avg Q-val: nan, replay: 33949, Mem Usage: 34.3%
2024-08-23 12:42:32,016 - INFO - Ep.: 38, Score: -21.0, e: 1.00, Steps: 880, Avg Q-val: nan, replay: 34829, Mem Usage: 34.3%
2024-08-23 12:42:32,719 - INFO - Ep.: 39, Score: -21.0, e: 1.00, Steps: 1080, Avg Q-val: nan, replay: 35909, Mem Usage: 34.4%
2024-08-23 12:42:33,272 - INFO - Ep.: 40, Score: -20.0, e: 1.00, Steps: 838, Avg Q-val: nan, replay: 36747, Mem Usage: 34.5%
2024-08-23 12:42:33,836 - INFO - Ep.: 41, Score: -21.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 37599, Mem Usage: 34.6%
2024-08-23 12:42:34,456 - INFO - Ep.: 42, Score: -21.0, e: 1.00, Steps: 945, Avg Q-val: nan, replay: 38544, Mem Usage: 34.7%
2024-08-23 12:42:35,057 - INFO - Ep.: 43, Score: -20.0, e: 1.00, Steps: 903, Avg Q-val: nan, replay: 39447, Mem Usage: 34.8%
2024-08-23 12:42:35,610 - INFO - Ep.: 44, Score: -21.0, e: 1.00, Steps: 825, Avg Q-val: nan, replay: 40272, Mem Usage: 34.8%
2024-08-23 12:42:36,227 - INFO - Ep.: 45, Score: -20.0, e: 1.00, Steps: 923, Avg Q-val: nan, replay: 41195, Mem Usage: 34.9%
2024-08-23 12:42:36,782 - INFO - Ep.: 46, Score: -21.0, e: 1.00, Steps: 845, Avg Q-val: nan, replay: 42040, Mem Usage: 34.9%
2024-08-23 12:42:37,343 - INFO - Ep.: 47, Score: -21.0, e: 1.00, Steps: 843, Avg Q-val: nan, replay: 42883, Mem Usage: 35.1%
2024-08-23 12:42:37,925 - INFO - Ep.: 48, Score: -21.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 43735, Mem Usage: 35.1%
2024-08-23 12:42:38,519 - INFO - Ep.: 49, Score: -20.0, e: 1.00, Steps: 925, Avg Q-val: nan, replay: 44660, Mem Usage: 35.2%
2024-08-23 12:42:39,057 - INFO - Ep.: 50, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 45484, Mem Usage: 35.3%
2024-08-23 12:42:39,733 - INFO - Ep.: 51, Score: -20.0, e: 1.00, Steps: 1037, Avg Q-val: nan, replay: 46521, Mem Usage: 35.3%
2024-08-23 12:42:40,363 - INFO - Ep.: 52, Score: -21.0, e: 1.00, Steps: 908, Avg Q-val: nan, replay: 47429, Mem Usage: 35.4%
2024-08-23 12:42:40,906 - INFO - Ep.: 53, Score: -21.0, e: 1.00, Steps: 802, Avg Q-val: nan, replay: 48231, Mem Usage: 35.5%
2024-08-23 12:42:41,539 - INFO - Ep.: 54, Score: -19.0, e: 1.00, Steps: 955, Avg Q-val: nan, replay: 49186, Mem Usage: 35.6%
2024-08-23 12:42:46,031 - INFO - Step: 50000, Evaluation Score: -21.0
2024-08-23 12:42:46,032 - INFO - Ep.: 55, Score: -19.0, e: 1.00, Steps: 815, Avg Q-val: 0.04, replay: 50001, Mem Usage: 35.7%
2024-08-23 12:42:46,614 - INFO - Ep.: 56, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 50825, Mem Usage: 35.7%
2024-08-23 12:42:47,279 - INFO - Ep.: 57, Score: -20.0, e: 1.00, Steps: 983, Avg Q-val: nan, replay: 51808, Mem Usage: 35.8%
2024-08-23 12:42:47,810 - INFO - Ep.: 58, Score: -21.0, e: 1.00, Steps: 811, Avg Q-val: nan, replay: 52619, Mem Usage: 35.9%
2024-08-23 12:42:48,492 - INFO - Ep.: 59, Score: -18.0, e: 1.00, Steps: 1043, Avg Q-val: nan, replay: 53662, Mem Usage: 36.0%
2024-08-23 12:42:49,037 - INFO - Ep.: 60, Score: -20.0, e: 1.00, Steps: 838, Avg Q-val: nan, replay: 54500, Mem Usage: 36.1%
2024-08-23 12:42:49,651 - INFO - Ep.: 61, Score: -21.0, e: 1.00, Steps: 914, Avg Q-val: nan, replay: 55414, Mem Usage: 36.1%
2024-08-23 12:42:50,226 - INFO - Ep.: 62, Score: -21.0, e: 1.00, Steps: 853, Avg Q-val: nan, replay: 56267, Mem Usage: 36.2%
2024-08-23 12:42:50,834 - INFO - Ep.: 63, Score: -20.0, e: 1.00, Steps: 903, Avg Q-val: nan, replay: 57170, Mem Usage: 36.3%
2024-08-23 12:42:51,472 - INFO - Ep.: 64, Score: -21.0, e: 1.00, Steps: 973, Avg Q-val: nan, replay: 58143, Mem Usage: 36.4%
2024-08-23 12:42:52,020 - INFO - Ep.: 65, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 58967, Mem Usage: 36.4%
2024-08-23 12:42:52,682 - INFO - Ep.: 66, Score: -20.0, e: 1.00, Steps: 991, Avg Q-val: nan, replay: 59958, Mem Usage: 36.5%
2024-08-23 12:42:53,443 - INFO - Ep.: 67, Score: -19.0, e: 1.00, Steps: 1133, Avg Q-val: nan, replay: 61091, Mem Usage: 36.6%
2024-08-23 12:42:54,053 - INFO - Ep.: 68, Score: -20.0, e: 1.00, Steps: 903, Avg Q-val: nan, replay: 61994, Mem Usage: 36.7%
2024-08-23 12:42:54,665 - INFO - Ep.: 69, Score: -21.0, e: 1.00, Steps: 913, Avg Q-val: nan, replay: 62907, Mem Usage: 36.7%
2024-08-23 12:42:55,313 - INFO - Ep.: 70, Score: -21.0, e: 1.00, Steps: 965, Avg Q-val: nan, replay: 63872, Mem Usage: 36.8%
2024-08-23 12:42:56,084 - INFO - Ep.: 71, Score: -19.0, e: 1.00, Steps: 1173, Avg Q-val: nan, replay: 65045, Mem Usage: 36.9%
2024-08-23 12:42:56,683 - INFO - Ep.: 72, Score: -20.0, e: 1.00, Steps: 901, Avg Q-val: nan, replay: 65946, Mem Usage: 37.0%
2024-08-23 12:42:57,429 - INFO - Ep.: 73, Score: -19.0, e: 1.00, Steps: 1087, Avg Q-val: nan, replay: 67033, Mem Usage: 37.1%
2024-08-23 12:42:58,089 - INFO - Ep.: 74, Score: -20.0, e: 1.00, Steps: 1014, Avg Q-val: nan, replay: 68047, Mem Usage: 37.2%
2024-08-23 12:42:58,649 - INFO - Ep.: 75, Score: -21.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 68899, Mem Usage: 37.3%
2024-08-23 12:42:59,409 - INFO - Ep.: 76, Score: -18.0, e: 1.00, Steps: 1150, Avg Q-val: nan, replay: 70049, Mem Usage: 37.4%
2024-08-23 12:42:59,974 - INFO - Ep.: 77, Score: -21.0, e: 1.00, Steps: 871, Avg Q-val: nan, replay: 70920, Mem Usage: 37.5%
2024-08-23 12:43:00,527 - INFO - Ep.: 78, Score: -21.0, e: 1.00, Steps: 826, Avg Q-val: nan, replay: 71746, Mem Usage: 37.5%
2024-08-23 12:43:01,145 - INFO - Ep.: 79, Score: -20.0, e: 1.00, Steps: 941, Avg Q-val: nan, replay: 72687, Mem Usage: 37.6%
