2024-09-20 22:29:08,859 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Breakout_results/models/dqn_model_ALE_Breakout_final_20240830_095618.pth
2024-09-20 22:29:09,793 - INFO - Ep.: 0, Score: -21.0, e: 1.00, Steps: 896, Avg Q-val: nan, replay: 896, Mem Usage: 20.8%
2024-09-20 22:29:10,671 - INFO - Ep.: 1, Score: -20.0, e: 1.00, Steps: 1128, Avg Q-val: nan, replay: 2024, Mem Usage: 21.3%
2024-09-20 22:29:11,225 - INFO - Ep.: 2, Score: -21.0, e: 1.00, Steps: 792, Avg Q-val: nan, replay: 2816, Mem Usage: 21.6%
2024-09-20 22:29:11,952 - INFO - Ep.: 3, Score: -18.0, e: 1.00, Steps: 1072, Avg Q-val: nan, replay: 3888, Mem Usage: 21.9%
2024-09-20 22:29:12,486 - INFO - Ep.: 4, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 4652, Mem Usage: 22.1%
2024-09-20 22:29:13,082 - INFO - Ep.: 5, Score: -21.0, e: 1.00, Steps: 854, Avg Q-val: nan, replay: 5506, Mem Usage: 22.3%
2024-09-20 22:29:13,671 - INFO - Ep.: 6, Score: -21.0, e: 1.00, Steps: 844, Avg Q-val: nan, replay: 6350, Mem Usage: 22.5%
2024-09-20 22:29:14,408 - INFO - Ep.: 7, Score: -20.0, e: 1.00, Steps: 1087, Avg Q-val: nan, replay: 7437, Mem Usage: 22.8%
2024-09-20 22:29:14,990 - INFO - Ep.: 8, Score: -21.0, e: 1.00, Steps: 850, Avg Q-val: nan, replay: 8287, Mem Usage: 23.0%
2024-09-20 22:29:15,740 - INFO - Ep.: 9, Score: -20.0, e: 1.00, Steps: 1108, Avg Q-val: nan, replay: 9395, Mem Usage: 23.3%
2024-09-20 22:29:16,376 - INFO - Ep.: 10, Score: -20.0, e: 1.00, Steps: 920, Avg Q-val: nan, replay: 10315, Mem Usage: 23.5%
2024-09-20 22:29:16,948 - INFO - Ep.: 11, Score: -21.0, e: 1.00, Steps: 811, Avg Q-val: nan, replay: 11126, Mem Usage: 23.8%
2024-09-20 22:29:17,553 - INFO - Ep.: 12, Score: -21.0, e: 1.00, Steps: 884, Avg Q-val: nan, replay: 12010, Mem Usage: 24.0%
2024-09-20 22:29:18,113 - INFO - Ep.: 13, Score: -21.0, e: 1.00, Steps: 792, Avg Q-val: nan, replay: 12802, Mem Usage: 24.2%
