2024-09-24 10:28:40,023 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Pong_results/models/dqn_model_ALE_Pong_final_20240830_095849.pth
2024-09-24 10:28:40,965 - INFO - Ep.: 0, Score: -20.0, e: 1.00, Steps: 898, Avg Q-val: nan, replay: 898, Mem Usage: 11.5%
2024-09-24 10:28:41,833 - INFO - Ep.: 1, Score: -19.0, e: 1.00, Steps: 1104, Avg Q-val: nan, replay: 2002, Mem Usage: 11.9%
2024-09-24 10:28:42,331 - INFO - Ep.: 2, Score: -21.0, e: 1.00, Steps: 792, Avg Q-val: nan, replay: 2794, Mem Usage: 12.1%
2024-09-24 10:28:42,934 - INFO - Ep.: 3, Score: -20.0, e: 1.00, Steps: 991, Avg Q-val: nan, replay: 3785, Mem Usage: 12.3%
2024-09-24 10:28:43,543 - INFO - Ep.: 4, Score: -21.0, e: 1.00, Steps: 1000, Avg Q-val: nan, replay: 4785, Mem Usage: 12.6%
2024-09-24 10:28:44,027 - INFO - Ep.: 5, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 5549, Mem Usage: 12.8%
2024-09-24 10:28:44,512 - INFO - Ep.: 6, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 6313, Mem Usage: 13.0%
2024-09-24 10:28:45,035 - INFO - Ep.: 7, Score: -21.0, e: 1.00, Steps: 840, Avg Q-val: nan, replay: 7153, Mem Usage: 13.2%
2024-09-24 10:28:45,550 - INFO - Ep.: 8, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 7977, Mem Usage: 13.4%
2024-09-24 10:28:46,066 - INFO - Ep.: 9, Score: -21.0, e: 1.00, Steps: 826, Avg Q-val: nan, replay: 8803, Mem Usage: 13.6%
2024-09-24 10:28:46,596 - INFO - Ep.: 10, Score: -21.0, e: 1.00, Steps: 854, Avg Q-val: nan, replay: 9657, Mem Usage: 13.8%
2024-09-24 10:28:47,199 - INFO - Ep.: 11, Score: -20.0, e: 1.00, Steps: 991, Avg Q-val: nan, replay: 10648, Mem Usage: 14.0%
2024-09-24 10:28:47,763 - INFO - Ep.: 12, Score: -21.0, e: 1.00, Steps: 916, Avg Q-val: nan, replay: 11564, Mem Usage: 14.3%
2024-09-24 10:28:48,409 - INFO - Ep.: 13, Score: -19.0, e: 1.00, Steps: 1076, Avg Q-val: nan, replay: 12640, Mem Usage: 14.6%
2024-09-24 10:28:48,987 - INFO - Ep.: 14, Score: -21.0, e: 1.00, Steps: 946, Avg Q-val: nan, replay: 13586, Mem Usage: 14.8%
2024-09-24 10:28:49,608 - INFO - Ep.: 15, Score: -18.0, e: 1.00, Steps: 1026, Avg Q-val: nan, replay: 14612, Mem Usage: 15.0%
2024-09-24 10:28:50,154 - INFO - Ep.: 16, Score: -21.0, e: 1.00, Steps: 886, Avg Q-val: nan, replay: 15498, Mem Usage: 15.3%
2024-09-24 10:28:50,829 - INFO - Ep.: 17, Score: -18.0, e: 1.00, Steps: 1134, Avg Q-val: nan, replay: 16632, Mem Usage: 15.5%
2024-09-24 10:28:51,345 - INFO - Ep.: 18, Score: -21.0, e: 1.00, Steps: 824, Avg Q-val: nan, replay: 17456, Mem Usage: 15.8%
2024-09-24 10:28:51,857 - INFO - Ep.: 19, Score: -21.0, e: 1.00, Steps: 820, Avg Q-val: nan, replay: 18276, Mem Usage: 16.0%
2024-09-24 10:28:52,371 - INFO - Ep.: 20, Score: -21.0, e: 1.00, Steps: 826, Avg Q-val: nan, replay: 19102, Mem Usage: 16.2%
2024-09-24 10:28:53,066 - INFO - Ep.: 21, Score: -17.0, e: 1.00, Steps: 1173, Avg Q-val: nan, replay: 20275, Mem Usage: 16.5%
2024-09-24 10:28:53,630 - INFO - Ep.: 22, Score: -20.0, e: 1.00, Steps: 919, Avg Q-val: nan, replay: 21194, Mem Usage: 16.7%
2024-09-24 10:28:54,158 - INFO - Ep.: 23, Score: -21.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 22046, Mem Usage: 16.9%
2024-09-24 10:28:54,857 - INFO - Ep.: 24, Score: -19.0, e: 1.00, Steps: 1176, Avg Q-val: nan, replay: 23222, Mem Usage: 17.2%
2024-09-24 10:28:55,410 - INFO - Ep.: 25, Score: -20.0, e: 1.00, Steps: 900, Avg Q-val: nan, replay: 24122, Mem Usage: 17.4%
2024-09-24 10:28:55,932 - INFO - Ep.: 26, Score: -20.0, e: 1.00, Steps: 842, Avg Q-val: nan, replay: 24964, Mem Usage: 17.6%
2024-09-24 10:28:56,500 - INFO - Ep.: 27, Score: -20.0, e: 1.00, Steps: 930, Avg Q-val: nan, replay: 25894, Mem Usage: 17.9%
2024-09-24 10:28:57,054 - INFO - Ep.: 28, Score: -20.0, e: 1.00, Steps: 902, Avg Q-val: nan, replay: 26796, Mem Usage: 18.1%
2024-09-24 10:28:57,631 - INFO - Ep.: 29, Score: -20.0, e: 1.00, Steps: 945, Avg Q-val: nan, replay: 27741, Mem Usage: 18.3%
2024-09-24 10:28:58,113 - INFO - Ep.: 30, Score: -21.0, e: 1.00, Steps: 764, Avg Q-val: nan, replay: 28505, Mem Usage: 18.5%
2024-09-24 10:28:58,806 - INFO - Ep.: 31, Score: -20.0, e: 1.00, Steps: 1126, Avg Q-val: nan, replay: 29631, Mem Usage: 18.9%
2024-09-24 10:28:59,397 - INFO - Ep.: 32, Score: -21.0, e: 1.00, Steps: 973, Avg Q-val: nan, replay: 30604, Mem Usage: 19.1%
