2024-08-27 15:31:55,421 - INFO - Ep.: 0, Score: 11.0, e: 1.00, Steps: 303, Avg Q-val: nan, replay: 303, Mem Usage: 6.2%
2024-08-27 15:31:55,757 - INFO - Ep.: 1, Score: 8.0, e: 1.00, Steps: 223, Avg Q-val: nan, replay: 526, Mem Usage: 6.2%
2024-08-27 15:31:55,910 - INFO - Ep.: 2, Score: 11.0, e: 1.00, Steps: 254, Avg Q-val: nan, replay: 780, Mem Usage: 6.2%
2024-08-27 15:31:56,133 - INFO - Ep.: 3, Score: 9.0, e: 1.00, Steps: 384, Avg Q-val: nan, replay: 1164, Mem Usage: 6.3%
2024-08-27 15:31:56,319 - INFO - Ep.: 4, Score: 9.0, e: 1.00, Steps: 318, Avg Q-val: nan, replay: 1482, Mem Usage: 6.3%
2024-08-27 15:31:56,517 - INFO - Ep.: 5, Score: 9.0, e: 1.00, Steps: 340, Avg Q-val: nan, replay: 1822, Mem Usage: 6.3%
2024-08-27 15:31:56,719 - INFO - Ep.: 6, Score: 12.0, e: 1.00, Steps: 348, Avg Q-val: nan, replay: 2170, Mem Usage: 6.4%
2024-08-27 15:31:56,871 - INFO - Ep.: 7, Score: 9.0, e: 1.00, Steps: 255, Avg Q-val: nan, replay: 2425, Mem Usage: 6.4%
2024-08-27 15:31:57,038 - INFO - Ep.: 8, Score: 10.0, e: 1.00, Steps: 280, Avg Q-val: nan, replay: 2705, Mem Usage: 6.4%
2024-08-27 15:31:57,213 - INFO - Ep.: 9, Score: 15.0, e: 1.00, Steps: 294, Avg Q-val: nan, replay: 2999, Mem Usage: 6.4%
2024-08-27 15:31:57,377 - INFO - Ep.: 10, Score: 7.0, e: 1.00, Steps: 277, Avg Q-val: nan, replay: 3276, Mem Usage: 6.4%
2024-08-27 15:31:57,544 - INFO - Ep.: 11, Score: 9.0, e: 1.00, Steps: 284, Avg Q-val: nan, replay: 3560, Mem Usage: 6.5%
2024-08-27 15:31:57,719 - INFO - Ep.: 12, Score: 9.0, e: 1.00, Steps: 297, Avg Q-val: nan, replay: 3857, Mem Usage: 6.5%
2024-08-27 15:31:57,875 - INFO - Ep.: 13, Score: 8.0, e: 1.00, Steps: 265, Avg Q-val: nan, replay: 4122, Mem Usage: 6.5%
2024-08-27 15:31:58,047 - INFO - Ep.: 14, Score: 6.0, e: 1.00, Steps: 293, Avg Q-val: nan, replay: 4415, Mem Usage: 6.5%
2024-08-27 15:31:58,202 - INFO - Ep.: 15, Score: 11.0, e: 1.00, Steps: 264, Avg Q-val: nan, replay: 4679, Mem Usage: 6.6%
2024-08-27 15:31:58,375 - INFO - Ep.: 16, Score: 9.0, e: 1.00, Steps: 295, Avg Q-val: nan, replay: 4974, Mem Usage: 6.6%
2024-08-27 15:31:58,588 - INFO - Ep.: 17, Score: 13.0, e: 1.00, Steps: 365, Avg Q-val: nan, replay: 5339, Mem Usage: 6.6%
