2024-09-01 11:40:20,793 - INFO - Ep.: 0, Score: 0.0, e: 1.00, Steps: 328, Avg Q-val: nan, replay: 328, Mem Usage: 19.6%
2024-09-01 11:40:21,539 - INFO - Ep.: 1, Score: 0.0, e: 1.00, Steps: 779, Avg Q-val: nan, replay: 1107, Mem Usage: 19.6%
2024-09-01 11:40:22,116 - INFO - Ep.: 2, Score: 0.0, e: 1.00, Steps: 902, Avg Q-val: nan, replay: 2009, Mem Usage: 19.6%
2024-09-01 11:40:23,012 - INFO - Ep.: 3, Score: 0.0, e: 1.00, Steps: 1411, Avg Q-val: nan, replay: 3420, Mem Usage: 19.7%
2024-09-01 11:40:23,301 - INFO - Ep.: 4, Score: 0.0, e: 1.00, Steps: 454, Avg Q-val: nan, replay: 3874, Mem Usage: 19.8%
2024-09-01 11:40:23,828 - INFO - Ep.: 5, Score: 800.0, e: 1.00, Steps: 825, Avg Q-val: nan, replay: 4699, Mem Usage: 19.8%
2024-09-01 11:40:24,478 - INFO - Ep.: 6, Score: 800.0, e: 1.00, Steps: 1020, Avg Q-val: nan, replay: 5719, Mem Usage: 19.9%
2024-09-01 11:40:25,163 - INFO - Ep.: 7, Score: 0.0, e: 1.00, Steps: 1082, Avg Q-val: nan, replay: 6801, Mem Usage: 20.0%
2024-09-01 11:40:26,048 - INFO - Ep.: 8, Score: 0.0, e: 1.00, Steps: 1393, Avg Q-val: nan, replay: 8194, Mem Usage: 20.1%
2024-09-01 11:40:26,872 - INFO - Ep.: 9, Score: 0.0, e: 1.00, Steps: 1275, Avg Q-val: nan, replay: 9469, Mem Usage: 20.2%
2024-09-01 11:40:27,266 - INFO - Ep.: 10, Score: 0.0, e: 1.00, Steps: 619, Avg Q-val: nan, replay: 10088, Mem Usage: 20.3%
2024-09-01 11:40:27,723 - INFO - Ep.: 11, Score: 0.0, e: 1.00, Steps: 696, Avg Q-val: nan, replay: 10784, Mem Usage: 20.4%
2024-09-01 11:40:28,102 - INFO - Ep.: 12, Score: 800.0, e: 1.00, Steps: 583, Avg Q-val: nan, replay: 11367, Mem Usage: 20.4%
2024-09-01 11:40:28,564 - INFO - Ep.: 13, Score: 0.0, e: 1.00, Steps: 708, Avg Q-val: nan, replay: 12075, Mem Usage: 20.4%
2024-09-01 11:40:29,075 - INFO - Ep.: 14, Score: 0.0, e: 1.00, Steps: 797, Avg Q-val: nan, replay: 12872, Mem Usage: 20.5%
2024-09-01 11:40:29,547 - INFO - Ep.: 15, Score: 0.0, e: 1.00, Steps: 742, Avg Q-val: nan, replay: 13614, Mem Usage: 20.6%
2024-09-01 11:40:30,506 - INFO - Ep.: 16, Score: 0.0, e: 1.00, Steps: 1475, Avg Q-val: nan, replay: 15089, Mem Usage: 20.7%
2024-09-01 11:40:30,986 - INFO - Ep.: 17, Score: 0.0, e: 1.00, Steps: 745, Avg Q-val: nan, replay: 15834, Mem Usage: 20.8%
2024-09-01 11:40:31,226 - INFO - Ep.: 18, Score: 0.0, e: 1.00, Steps: 375, Avg Q-val: nan, replay: 16209, Mem Usage: 20.8%
2024-09-01 11:40:31,879 - INFO - Ep.: 19, Score: 0.0, e: 1.00, Steps: 1003, Avg Q-val: nan, replay: 17212, Mem Usage: 20.9%
2024-09-01 11:40:32,437 - INFO - Ep.: 20, Score: 800.0, e: 1.00, Steps: 852, Avg Q-val: nan, replay: 18064, Mem Usage: 21.0%
2024-09-01 11:40:33,013 - INFO - Ep.: 21, Score: 0.0, e: 1.00, Steps: 904, Avg Q-val: nan, replay: 18968, Mem Usage: 21.0%
2024-09-01 11:40:33,274 - INFO - Ep.: 22, Score: 0.0, e: 1.00, Steps: 400, Avg Q-val: nan, replay: 19368, Mem Usage: 20.9%
2024-09-01 11:40:33,693 - INFO - Ep.: 23, Score: 0.0, e: 1.00, Steps: 650, Avg Q-val: nan, replay: 20018, Mem Usage: 21.0%
2024-09-01 11:40:34,340 - INFO - Ep.: 24, Score: 0.0, e: 1.00, Steps: 1000, Avg Q-val: nan, replay: 21018, Mem Usage: 21.1%
2024-09-01 11:40:35,008 - INFO - Ep.: 25, Score: 800.0, e: 1.00, Steps: 1042, Avg Q-val: nan, replay: 22060, Mem Usage: 21.2%
