2024-09-19 11:35:26,105 - INFO - Modelo preentrenado cargado desde /home/riwamoto/riwamoto_data/ALE_Alien_results/models/dqn_model_ALE_Alien_final_20240828_123131.pth
2024-09-19 11:35:26,749 - INFO - Ep.: 1, Score: 130.0, e: 0.05, Steps: 440, Avg Q-val: 0.05, replay: 440, Mem Usage: 40.7%
2024-09-19 11:35:27,332 - INFO - Ep.: 2, Score: 180.0, e: 0.05, Steps: 482, Avg Q-val: 0.05, replay: 922, Mem Usage: 40.6%
2024-09-19 11:35:27,957 - INFO - Ep.: 3, Score: 280.0, e: 0.05, Steps: 566, Avg Q-val: 0.05, replay: 1488, Mem Usage: 40.8%
2024-09-19 11:35:28,609 - INFO - Ep.: 4, Score: 270.0, e: 0.05, Steps: 602, Avg Q-val: 0.05, replay: 2090, Mem Usage: 41.0%
2024-09-19 11:35:29,157 - INFO - Ep.: 5, Score: 190.0, e: 0.05, Steps: 493, Avg Q-val: 0.05, replay: 2583, Mem Usage: 41.1%
2024-09-19 11:35:29,763 - INFO - Ep.: 6, Score: 160.0, e: 0.05, Steps: 552, Avg Q-val: 0.05, replay: 3135, Mem Usage: 41.4%
2024-09-19 11:35:30,300 - INFO - Ep.: 7, Score: 100.0, e: 0.05, Steps: 476, Avg Q-val: 0.05, replay: 3611, Mem Usage: 41.4%
2024-09-19 11:35:30,874 - INFO - Ep.: 8, Score: 210.0, e: 0.05, Steps: 517, Avg Q-val: 0.05, replay: 4128, Mem Usage: 41.6%
2024-09-19 11:35:31,425 - INFO - Ep.: 9, Score: 150.0, e: 0.05, Steps: 500, Avg Q-val: 0.05, replay: 4628, Mem Usage: 41.6%
2024-09-19 11:35:32,029 - INFO - Ep.: 10, Score: 210.0, e: 0.05, Steps: 545, Avg Q-val: 0.05, replay: 5173, Mem Usage: 41.8%
2024-09-19 11:35:32,506 - INFO - Ep.: 11, Score: 120.0, e: 0.05, Steps: 416, Avg Q-val: 0.05, replay: 5589, Mem Usage: 41.9%
2024-09-19 11:35:33,082 - INFO - Ep.: 12, Score: 270.0, e: 0.05, Steps: 520, Avg Q-val: 0.05, replay: 6109, Mem Usage: 42.1%
