2024-09-27 09:47:35,992 - INFO - Ep.: 0, Score: 160.0, e: 1.00, Steps: 815, Avg Q-val: nan, replay: 815, Mem Usage: 39.8%
2024-09-27 09:47:36,922 - INFO - Ep.: 1, Score: 230.0, e: 1.00, Steps: 626, Avg Q-val: nan, replay: 1441, Mem Usage: 39.9%
2024-09-27 09:47:37,791 - INFO - Ep.: 2, Score: 280.0, e: 1.00, Steps: 868, Avg Q-val: nan, replay: 2309, Mem Usage: 40.2%
2024-09-27 09:47:38,551 - INFO - Ep.: 3, Score: 180.0, e: 1.00, Steps: 705, Avg Q-val: nan, replay: 3014, Mem Usage: 40.3%
2024-09-27 09:47:39,492 - INFO - Ep.: 4, Score: 150.0, e: 1.00, Steps: 969, Avg Q-val: nan, replay: 3983, Mem Usage: 40.5%
2024-09-27 09:47:40,094 - INFO - Ep.: 5, Score: 140.0, e: 1.00, Steps: 572, Avg Q-val: nan, replay: 4555, Mem Usage: 40.6%
2024-09-27 09:47:40,937 - INFO - Ep.: 6, Score: 150.0, e: 1.00, Steps: 834, Avg Q-val: nan, replay: 5389, Mem Usage: 40.9%
2024-09-27 09:47:41,548 - INFO - Ep.: 7, Score: 200.0, e: 1.00, Steps: 587, Avg Q-val: nan, replay: 5976, Mem Usage: 41.2%
2024-09-27 09:47:42,273 - INFO - Ep.: 8, Score: 140.0, e: 1.00, Steps: 721, Avg Q-val: nan, replay: 6697, Mem Usage: 41.2%
2024-09-27 09:47:43,201 - INFO - Ep.: 9, Score: 230.0, e: 1.00, Steps: 914, Avg Q-val: nan, replay: 7611, Mem Usage: 41.4%
2024-09-27 09:47:43,818 - INFO - Ep.: 10, Score: 180.0, e: 1.00, Steps: 591, Avg Q-val: nan, replay: 8202, Mem Usage: 41.6%
2024-09-27 09:47:44,611 - INFO - Ep.: 11, Score: 260.0, e: 1.00, Steps: 807, Avg Q-val: nan, replay: 9009, Mem Usage: 41.9%
2024-09-27 09:47:45,278 - INFO - Ep.: 12, Score: 180.0, e: 1.00, Steps: 657, Avg Q-val: nan, replay: 9666, Mem Usage: 42.0%
2024-09-27 09:47:46,181 - INFO - Ep.: 13, Score: 280.0, e: 1.00, Steps: 925, Avg Q-val: nan, replay: 10591, Mem Usage: 42.2%
2024-09-27 09:47:46,965 - INFO - Ep.: 14, Score: 320.0, e: 1.00, Steps: 769, Avg Q-val: nan, replay: 11360, Mem Usage: 42.5%
2024-09-27 09:47:47,583 - INFO - Ep.: 15, Score: 140.0, e: 1.00, Steps: 583, Avg Q-val: nan, replay: 11943, Mem Usage: 42.7%
2024-09-27 09:47:48,300 - INFO - Ep.: 16, Score: 250.0, e: 1.00, Steps: 687, Avg Q-val: nan, replay: 12630, Mem Usage: 42.8%
2024-09-27 09:47:48,905 - INFO - Ep.: 17, Score: 230.0, e: 1.00, Steps: 568, Avg Q-val: nan, replay: 13198, Mem Usage: 42.9%
2024-09-27 09:47:50,097 - INFO - Ep.: 18, Score: 430.0, e: 1.00, Steps: 1251, Avg Q-val: nan, replay: 14449, Mem Usage: 43.1%
2024-09-27 09:47:50,772 - INFO - Ep.: 19, Score: 140.0, e: 1.00, Steps: 626, Avg Q-val: nan, replay: 15075, Mem Usage: 43.2%
