2024-09-20 22:43:43,592 - INFO - Modelo preentrenado cargado desde /home/riwamoto/riwamoto_data/ALE_Frogger_results/models/dqn_model_ALE_Frogger_final_20240829_113617.pth
2024-09-20 22:43:44,066 - INFO - Ep.: 1, Score: 12.0, e: 0.05, Steps: 490, Avg Q-val: 0.06, replay: 490, Mem Usage: 4.1%
2024-09-20 22:43:44,356 - INFO - Ep.: 2, Score: 8.0, e: 0.05, Steps: 353, Avg Q-val: 0.06, replay: 843, Mem Usage: 4.3%
2024-09-20 22:43:44,650 - INFO - Ep.: 3, Score: 14.0, e: 0.05, Steps: 360, Avg Q-val: 0.06, replay: 1203, Mem Usage: 4.4%
2024-09-20 22:43:44,922 - INFO - Ep.: 4, Score: 13.0, e: 0.05, Steps: 326, Avg Q-val: 0.06, replay: 1529, Mem Usage: 4.5%
2024-09-20 22:43:45,315 - INFO - Ep.: 5, Score: 10.0, e: 0.05, Steps: 517, Avg Q-val: 0.06, replay: 2046, Mem Usage: 4.7%
2024-09-20 22:43:45,590 - INFO - Ep.: 6, Score: 11.0, e: 0.05, Steps: 332, Avg Q-val: 0.06, replay: 2378, Mem Usage: 4.8%
2024-09-20 22:43:45,990 - INFO - Ep.: 7, Score: 17.0, e: 0.05, Steps: 525, Avg Q-val: 0.06, replay: 2903, Mem Usage: 5.0%
2024-09-20 22:43:46,344 - INFO - Ep.: 8, Score: 11.0, e: 0.05, Steps: 462, Avg Q-val: 0.06, replay: 3365, Mem Usage: 5.2%
2024-09-20 22:43:46,582 - INFO - Ep.: 9, Score: 10.0, e: 0.05, Steps: 277, Avg Q-val: 0.06, replay: 3642, Mem Usage: 5.2%
2024-09-20 22:43:46,873 - INFO - Ep.: 10, Score: 13.0, e: 0.05, Steps: 361, Avg Q-val: 0.06, replay: 4003, Mem Usage: 5.4%
2024-09-20 22:43:47,190 - INFO - Ep.: 11, Score: 11.0, e: 0.05, Steps: 400, Avg Q-val: 0.06, replay: 4403, Mem Usage: 5.5%
2024-09-20 22:43:47,492 - INFO - Ep.: 12, Score: 10.0, e: 0.05, Steps: 375, Avg Q-val: 0.06, replay: 4778, Mem Usage: 5.6%
2024-09-20 22:43:47,811 - INFO - Ep.: 13, Score: 16.0, e: 0.05, Steps: 404, Avg Q-val: 0.06, replay: 5182, Mem Usage: 5.8%
2024-09-20 22:43:48,119 - INFO - Ep.: 14, Score: 13.0, e: 0.05, Steps: 384, Avg Q-val: 0.06, replay: 5566, Mem Usage: 5.9%
2024-09-20 22:43:48,406 - INFO - Ep.: 15, Score: 11.0, e: 0.05, Steps: 356, Avg Q-val: 0.06, replay: 5922, Mem Usage: 6.0%
2024-09-20 22:43:48,801 - INFO - Ep.: 16, Score: 11.0, e: 0.05, Steps: 534, Avg Q-val: 0.06, replay: 6456, Mem Usage: 6.2%
2024-09-20 22:43:49,021 - INFO - Ep.: 17, Score: 8.0, e: 0.05, Steps: 252, Avg Q-val: 0.06, replay: 6708, Mem Usage: 6.3%
2024-09-20 22:43:49,370 - INFO - Ep.: 18, Score: 10.0, e: 0.05, Steps: 461, Avg Q-val: 0.06, replay: 7169, Mem Usage: 6.5%
2024-09-20 22:43:49,644 - INFO - Ep.: 19, Score: 10.0, e: 0.05, Steps: 339, Avg Q-val: 0.06, replay: 7508, Mem Usage: 6.6%
2024-09-20 22:43:49,922 - INFO - Ep.: 20, Score: 18.0, e: 0.05, Steps: 346, Avg Q-val: 0.06, replay: 7854, Mem Usage: 6.7%
2024-09-20 22:43:50,191 - INFO - Ep.: 21, Score: 17.0, e: 0.05, Steps: 329, Avg Q-val: 0.06, replay: 8183, Mem Usage: 6.8%
2024-09-20 22:43:50,457 - INFO - Ep.: 22, Score: 12.0, e: 0.05, Steps: 329, Avg Q-val: 0.06, replay: 8512, Mem Usage: 6.9%
2024-09-20 22:43:50,724 - INFO - Ep.: 23, Score: 10.0, e: 0.05, Steps: 329, Avg Q-val: 0.06, replay: 8841, Mem Usage: 7.0%
2024-09-20 22:43:51,011 - INFO - Ep.: 24, Score: 12.0, e: 0.05, Steps: 361, Avg Q-val: 0.06, replay: 9202, Mem Usage: 7.1%
2024-09-20 22:43:51,292 - INFO - Ep.: 25, Score: 9.0, e: 0.05, Steps: 353, Avg Q-val: 0.06, replay: 9555, Mem Usage: 7.3%
2024-09-20 22:43:51,573 - INFO - Ep.: 26, Score: 10.0, e: 0.05, Steps: 351, Avg Q-val: 0.06, replay: 9906, Mem Usage: 7.4%
2024-09-20 22:43:51,868 - INFO - Ep.: 27, Score: 18.0, e: 0.05, Steps: 374, Avg Q-val: 0.06, replay: 10280, Mem Usage: 7.5%
2024-09-20 22:43:52,165 - INFO - Ep.: 28, Score: 10.0, e: 0.05, Steps: 375, Avg Q-val: 0.06, replay: 10655, Mem Usage: 7.6%
2024-09-20 22:43:52,459 - INFO - Ep.: 29, Score: 11.0, e: 0.05, Steps: 374, Avg Q-val: 0.06, replay: 11029, Mem Usage: 7.8%
2024-09-20 22:43:52,755 - INFO - Ep.: 30, Score: 9.0, e: 0.05, Steps: 375, Avg Q-val: 0.06, replay: 11404, Mem Usage: 7.9%
2024-09-20 22:43:53,127 - INFO - Ep.: 31, Score: 13.0, e: 0.05, Steps: 499, Avg Q-val: 0.06, replay: 11903, Mem Usage: 8.1%
2024-09-20 22:43:53,408 - INFO - Ep.: 32, Score: 14.0, e: 0.05, Steps: 352, Avg Q-val: 0.06, replay: 12255, Mem Usage: 8.2%
2024-09-20 22:43:53,764 - INFO - Ep.: 33, Score: 11.0, e: 0.05, Steps: 475, Avg Q-val: 0.06, replay: 12730, Mem Usage: 8.3%
