2024-09-08 23:06:57,942 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Alien_results/models/dqn_model_ALE_Alien_final_20240828_123131.pth
2024-09-08 23:06:59,318 - INFO - Ep.: 0, Score: 0.0, e: 0.05, Steps: 465, Avg Q-val: 15.13, replay: 465, Mem Usage: 47.6%
2024-09-08 23:07:00,258 - INFO - Ep.: 1, Score: 0.0, e: 0.05, Steps: 440, Avg Q-val: 15.09, replay: 905, Mem Usage: 47.6%
2024-09-08 23:07:00,780 - INFO - Ep.: 2, Score: 800.0, e: 0.05, Steps: 343, Avg Q-val: 14.92, replay: 1248, Mem Usage: 47.7%
2024-09-08 23:07:01,746 - INFO - Ep.: 3, Score: 0.0, e: 0.05, Steps: 683, Avg Q-val: 15.48, replay: 1931, Mem Usage: 47.7%
2024-09-08 23:07:02,995 - INFO - Ep.: 4, Score: 0.0, e: 0.05, Steps: 910, Avg Q-val: 15.25, replay: 2841, Mem Usage: 47.8%
2024-09-08 23:07:03,791 - INFO - Ep.: 5, Score: 0.0, e: 0.05, Steps: 545, Avg Q-val: 15.44, replay: 3386, Mem Usage: 47.9%
2024-09-08 23:07:04,486 - INFO - Ep.: 6, Score: 0.0, e: 0.05, Steps: 464, Avg Q-val: 15.11, replay: 3850, Mem Usage: 47.9%
2024-09-08 23:07:06,411 - INFO - Ep.: 7, Score: 1600.0, e: 0.05, Steps: 1455, Avg Q-val: 15.18, replay: 5305, Mem Usage: 48.0%
2024-09-08 23:07:07,084 - INFO - Ep.: 8, Score: 0.0, e: 0.05, Steps: 437, Avg Q-val: 14.90, replay: 5742, Mem Usage: 48.1%
2024-09-08 23:07:08,508 - INFO - Ep.: 9, Score: 1600.0, e: 0.05, Steps: 1070, Avg Q-val: 15.45, replay: 6812, Mem Usage: 48.1%
2024-09-08 23:07:09,316 - INFO - Ep.: 10, Score: 0.0, e: 0.05, Steps: 543, Avg Q-val: 15.11, replay: 7355, Mem Usage: 48.1%
2024-09-08 23:07:10,030 - INFO - Ep.: 11, Score: 0.0, e: 0.05, Steps: 462, Avg Q-val: 15.15, replay: 7817, Mem Usage: 48.2%
2024-09-08 23:07:12,026 - INFO - Ep.: 12, Score: 800.0, e: 0.05, Steps: 1457, Avg Q-val: 15.07, replay: 9274, Mem Usage: 48.3%
2024-09-08 23:07:12,995 - INFO - Ep.: 13, Score: 0.0, e: 0.05, Steps: 691, Avg Q-val: 15.37, replay: 9965, Mem Usage: 48.3%
2024-09-08 23:07:14,322 - INFO - Ep.: 14, Score: 800.0, e: 0.05, Steps: 979, Avg Q-val: 15.30, replay: 10944, Mem Usage: 48.5%
2024-09-08 23:07:15,116 - INFO - Ep.: 15, Score: 0.0, e: 0.05, Steps: 557, Avg Q-val: 15.02, replay: 11501, Mem Usage: 48.5%
2024-09-08 23:07:16,781 - INFO - Ep.: 16, Score: 0.0, e: 0.05, Steps: 1296, Avg Q-val: 14.76, replay: 12797, Mem Usage: 48.6%
2024-09-08 23:07:17,452 - INFO - Ep.: 17, Score: 0.0, e: 0.05, Steps: 470, Avg Q-val: 15.08, replay: 13267, Mem Usage: 48.7%
2024-09-08 23:07:18,727 - INFO - Ep.: 18, Score: 0.0, e: 0.05, Steps: 935, Avg Q-val: 15.31, replay: 14202, Mem Usage: 48.8%
2024-09-08 23:07:19,434 - INFO - Ep.: 19, Score: 0.0, e: 0.05, Steps: 488, Avg Q-val: 15.05, replay: 14690, Mem Usage: 48.9%
2024-09-08 23:07:20,112 - INFO - Ep.: 20, Score: 0.0, e: 0.05, Steps: 485, Avg Q-val: 15.22, replay: 15175, Mem Usage: 48.9%
2024-09-08 23:07:22,000 - INFO - Ep.: 21, Score: 1600.0, e: 0.05, Steps: 1438, Avg Q-val: 15.19, replay: 16613, Mem Usage: 49.1%
2024-09-08 23:07:22,588 - INFO - Ep.: 22, Score: 0.0, e: 0.05, Steps: 395, Avg Q-val: 15.48, replay: 17008, Mem Usage: 49.1%
2024-09-08 23:07:23,291 - INFO - Ep.: 23, Score: 0.0, e: 0.05, Steps: 466, Avg Q-val: 15.20, replay: 17474, Mem Usage: 49.1%
2024-09-08 23:07:25,005 - INFO - Ep.: 24, Score: 0.0, e: 0.05, Steps: 1338, Avg Q-val: 14.95, replay: 18812, Mem Usage: 49.3%
2024-09-08 23:07:25,638 - INFO - Ep.: 25, Score: 0.0, e: 0.05, Steps: 420, Avg Q-val: 15.09, replay: 19232, Mem Usage: 49.3%
2024-09-08 23:07:27,287 - INFO - Ep.: 26, Score: 0.0, e: 0.05, Steps: 1242, Avg Q-val: 14.89, replay: 20474, Mem Usage: 49.4%
2024-09-08 23:07:28,014 - INFO - Ep.: 27, Score: 0.0, e: 0.05, Steps: 495, Avg Q-val: 15.06, replay: 20969, Mem Usage: 49.5%
2024-09-08 23:07:28,866 - INFO - Ep.: 28, Score: 0.0, e: 0.05, Steps: 611, Avg Q-val: 15.15, replay: 21580, Mem Usage: 49.5%
2024-09-08 23:07:29,920 - INFO - Ep.: 29, Score: 0.0, e: 0.05, Steps: 745, Avg Q-val: 15.33, replay: 22325, Mem Usage: 49.6%
2024-09-08 23:07:30,659 - INFO - Ep.: 30, Score: 0.0, e: 0.05, Steps: 491, Avg Q-val: 15.01, replay: 22816, Mem Usage: 49.6%
2024-09-08 23:07:32,496 - INFO - Ep.: 31, Score: 1600.0, e: 0.05, Steps: 1333, Avg Q-val: 15.20, replay: 24149, Mem Usage: 49.7%
2024-09-08 23:07:34,219 - INFO - Ep.: 32, Score: 0.0, e: 0.05, Steps: 1322, Avg Q-val: 15.18, replay: 25471, Mem Usage: 49.9%
2024-09-08 23:07:35,568 - INFO - Ep.: 33, Score: 0.0, e: 0.05, Steps: 996, Avg Q-val: 14.96, replay: 26467, Mem Usage: 49.9%
2024-09-08 23:07:37,349 - INFO - Ep.: 34, Score: 800.0, e: 0.05, Steps: 1318, Avg Q-val: 14.98, replay: 27785, Mem Usage: 49.9%
