2024-09-23 09:23:16,173 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_Qbert_results/models/dqn_model_ALE_Qbert_final_20240831_094643.pth
2024-09-23 09:23:17,087 - INFO - Ep.: 0, Score: 0.0, e: 1.00, Steps: 158, Avg Q-val: nan, replay: 158, Mem Usage: 42.4%
2024-09-23 09:23:17,600 - INFO - Ep.: 1, Score: 2.0, e: 1.00, Steps: 206, Avg Q-val: nan, replay: 364, Mem Usage: 42.5%
2024-09-23 09:23:17,806 - INFO - Ep.: 2, Score: 0.0, e: 1.00, Steps: 144, Avg Q-val: nan, replay: 508, Mem Usage: 42.5%
2024-09-23 09:23:18,036 - INFO - Ep.: 3, Score: 1.0, e: 1.00, Steps: 173, Avg Q-val: nan, replay: 681, Mem Usage: 42.6%
2024-09-23 09:23:18,288 - INFO - Ep.: 4, Score: 2.0, e: 1.00, Steps: 198, Avg Q-val: nan, replay: 879, Mem Usage: 42.6%
2024-09-23 09:23:18,512 - INFO - Ep.: 5, Score: 1.0, e: 1.00, Steps: 167, Avg Q-val: nan, replay: 1046, Mem Usage: 42.6%
2024-09-23 09:23:18,747 - INFO - Ep.: 6, Score: 1.0, e: 1.00, Steps: 187, Avg Q-val: nan, replay: 1233, Mem Usage: 42.7%
2024-09-23 09:23:18,955 - INFO - Ep.: 7, Score: 0.0, e: 1.00, Steps: 137, Avg Q-val: nan, replay: 1370, Mem Usage: 42.7%
2024-09-23 09:23:19,163 - INFO - Ep.: 8, Score: 0.0, e: 1.00, Steps: 131, Avg Q-val: nan, replay: 1501, Mem Usage: 42.7%
2024-09-23 09:23:19,385 - INFO - Ep.: 9, Score: 1.0, e: 1.00, Steps: 167, Avg Q-val: nan, replay: 1668, Mem Usage: 42.8%
2024-09-23 09:23:19,657 - INFO - Ep.: 10, Score: 3.0, e: 1.00, Steps: 220, Avg Q-val: nan, replay: 1888, Mem Usage: 42.8%
2024-09-23 09:23:19,885 - INFO - Ep.: 11, Score: 1.0, e: 1.00, Steps: 163, Avg Q-val: nan, replay: 2051, Mem Usage: 42.8%
2024-09-23 09:23:20,215 - INFO - Ep.: 12, Score: 4.0, e: 1.00, Steps: 316, Avg Q-val: nan, replay: 2367, Mem Usage: 42.9%
2024-09-23 09:23:20,485 - INFO - Ep.: 13, Score: 2.0, e: 1.00, Steps: 226, Avg Q-val: nan, replay: 2593, Mem Usage: 43.0%
2024-09-23 09:23:20,720 - INFO - Ep.: 14, Score: 1.0, e: 1.00, Steps: 189, Avg Q-val: nan, replay: 2782, Mem Usage: 43.1%
2024-09-23 09:23:20,990 - INFO - Ep.: 15, Score: 2.0, e: 1.00, Steps: 203, Avg Q-val: nan, replay: 2985, Mem Usage: 43.1%
2024-09-23 09:23:21,206 - INFO - Ep.: 16, Score: 0.0, e: 1.00, Steps: 133, Avg Q-val: nan, replay: 3118, Mem Usage: 43.1%
2024-09-23 09:23:21,396 - INFO - Ep.: 17, Score: 0.0, e: 1.00, Steps: 134, Avg Q-val: nan, replay: 3252, Mem Usage: 43.2%
2024-09-23 09:23:21,674 - INFO - Ep.: 18, Score: 2.0, e: 1.00, Steps: 223, Avg Q-val: nan, replay: 3475, Mem Usage: 43.2%
2024-09-23 09:23:21,915 - INFO - Ep.: 19, Score: 1.0, e: 1.00, Steps: 179, Avg Q-val: nan, replay: 3654, Mem Usage: 43.2%
2024-09-23 09:23:22,111 - INFO - Ep.: 20, Score: 0.0, e: 1.00, Steps: 131, Avg Q-val: nan, replay: 3785, Mem Usage: 43.2%
2024-09-23 09:23:22,351 - INFO - Ep.: 21, Score: 1.0, e: 1.00, Steps: 174, Avg Q-val: nan, replay: 3959, Mem Usage: 43.2%
2024-09-23 09:23:22,560 - INFO - Ep.: 22, Score: 0.0, e: 1.00, Steps: 128, Avg Q-val: nan, replay: 4087, Mem Usage: 43.3%
2024-09-23 09:23:22,762 - INFO - Ep.: 23, Score: 0.0, e: 1.00, Steps: 142, Avg Q-val: nan, replay: 4229, Mem Usage: 43.4%
2024-09-23 09:23:22,996 - INFO - Ep.: 24, Score: 1.0, e: 1.00, Steps: 167, Avg Q-val: nan, replay: 4396, Mem Usage: 43.4%
2024-09-23 09:23:23,299 - INFO - Ep.: 25, Score: 3.0, e: 1.00, Steps: 246, Avg Q-val: nan, replay: 4642, Mem Usage: 43.5%
2024-09-23 09:23:23,550 - INFO - Ep.: 26, Score: 1.0, e: 1.00, Steps: 181, Avg Q-val: nan, replay: 4823, Mem Usage: 43.6%
2024-09-23 09:23:23,847 - INFO - Ep.: 27, Score: 2.0, e: 1.00, Steps: 237, Avg Q-val: nan, replay: 5060, Mem Usage: 43.6%
2024-09-23 09:23:24,059 - INFO - Ep.: 28, Score: 1.0, e: 1.00, Steps: 154, Avg Q-val: nan, replay: 5214, Mem Usage: 43.7%
2024-09-23 09:23:24,285 - INFO - Ep.: 29, Score: 0.0, e: 1.00, Steps: 143, Avg Q-val: nan, replay: 5357, Mem Usage: 43.8%
2024-09-23 09:23:24,495 - INFO - Ep.: 30, Score: 0.0, e: 1.00, Steps: 136, Avg Q-val: nan, replay: 5493, Mem Usage: 43.7%
2024-09-23 09:23:24,765 - INFO - Ep.: 31, Score: 1.0, e: 1.00, Steps: 186, Avg Q-val: nan, replay: 5679, Mem Usage: 43.8%
2024-09-23 09:23:24,980 - INFO - Ep.: 32, Score: 0.0, e: 1.00, Steps: 141, Avg Q-val: nan, replay: 5820, Mem Usage: 43.8%
2024-09-23 09:23:25,327 - INFO - Ep.: 33, Score: 4.0, e: 1.00, Steps: 307, Avg Q-val: nan, replay: 6127, Mem Usage: 43.9%
2024-09-23 09:23:25,541 - INFO - Ep.: 34, Score: 0.0, e: 1.00, Steps: 130, Avg Q-val: nan, replay: 6257, Mem Usage: 43.9%
2024-09-23 09:23:25,749 - INFO - Ep.: 35, Score: 0.0, e: 1.00, Steps: 134, Avg Q-val: nan, replay: 6391, Mem Usage: 44.0%
2024-09-23 09:23:25,975 - INFO - Ep.: 36, Score: 0.0, e: 1.00, Steps: 150, Avg Q-val: nan, replay: 6541, Mem Usage: 44.0%
2024-09-23 09:23:26,199 - INFO - Ep.: 37, Score: 1.0, e: 1.00, Steps: 162, Avg Q-val: nan, replay: 6703, Mem Usage: 44.0%
2024-09-23 09:23:26,460 - INFO - Ep.: 38, Score: 2.0, e: 1.00, Steps: 206, Avg Q-val: nan, replay: 6909, Mem Usage: 44.0%
2024-09-23 09:23:26,732 - INFO - Ep.: 39, Score: 2.0, e: 1.00, Steps: 221, Avg Q-val: nan, replay: 7130, Mem Usage: 44.2%
2024-09-23 09:23:26,942 - INFO - Ep.: 40, Score: 0.0, e: 1.00, Steps: 134, Avg Q-val: nan, replay: 7264, Mem Usage: 44.2%
2024-09-23 09:23:27,197 - INFO - Ep.: 41, Score: 1.0, e: 1.00, Steps: 193, Avg Q-val: nan, replay: 7457, Mem Usage: 44.2%
