2024-10-31 12:35:25,100 - INFO - Modelo preentrenado cargado desde /data/riwamoto/ALE_MarioBros_results/models/dqn_model_ALE_MarioBros_final_20240831_094717.pth
2024-10-31 12:35:26,129 - INFO - Ep.: 0, Score: 4000.0, e: 0.05, Steps: 499, Avg Q-val: 842.02, replay: 499, Mem Usage: 4.6%
2024-10-31 12:35:27,468 - INFO - Ep.: 1, Score: 6400.0, e: 0.05, Steps: 1138, Avg Q-val: 809.43, replay: 1637, Mem Usage: 4.7%
2024-10-31 12:35:28,538 - INFO - Ep.: 2, Score: 4000.0, e: 0.05, Steps: 1140, Avg Q-val: 609.16, replay: 2777, Mem Usage: 4.8%
2024-10-31 12:35:29,594 - INFO - Ep.: 3, Score: 3200.0, e: 0.05, Steps: 1126, Avg Q-val: 690.14, replay: 3903, Mem Usage: 4.9%
2024-10-31 12:35:30,273 - INFO - Ep.: 4, Score: 4800.0, e: 0.05, Steps: 689, Avg Q-val: 765.40, replay: 4592, Mem Usage: 5.0%
2024-10-31 12:35:30,700 - INFO - Ep.: 5, Score: 4000.0, e: 0.05, Steps: 399, Avg Q-val: 1022.40, replay: 4991, Mem Usage: 5.0%
2024-10-31 12:35:31,391 - INFO - Ep.: 6, Score: 4000.0, e: 0.05, Steps: 704, Avg Q-val: 724.83, replay: 5695, Mem Usage: 5.1%
2024-10-31 12:35:32,292 - INFO - Ep.: 7, Score: 4000.0, e: 0.05, Steps: 944, Avg Q-val: 728.68, replay: 6639, Mem Usage: 5.2%
2024-10-31 12:35:33,589 - INFO - Ep.: 8, Score: 10400.0, e: 0.05, Steps: 1401, Avg Q-val: 856.07, replay: 8040, Mem Usage: 5.3%
2024-10-31 12:35:34,928 - INFO - Ep.: 9, Score: 8000.0, e: 0.05, Steps: 1453, Avg Q-val: 703.63, replay: 9493, Mem Usage: 5.4%
2024-10-31 12:35:35,489 - INFO - Ep.: 10, Score: 2400.0, e: 0.05, Steps: 554, Avg Q-val: 870.36, replay: 10047, Mem Usage: 5.5%
2024-10-31 12:35:36,610 - INFO - Ep.: 11, Score: 6400.0, e: 0.05, Steps: 1202, Avg Q-val: 709.09, replay: 11249, Mem Usage: 5.6%
2024-10-31 12:35:37,661 - INFO - Ep.: 12, Score: 4000.0, e: 0.05, Steps: 1120, Avg Q-val: 635.31, replay: 12369, Mem Usage: 5.6%
2024-10-31 12:35:38,566 - INFO - Ep.: 13, Score: 8000.0, e: 0.05, Steps: 944, Avg Q-val: 861.95, replay: 13313, Mem Usage: 5.7%
2024-10-31 12:35:39,125 - INFO - Ep.: 14, Score: 2400.0, e: 0.05, Steps: 552, Avg Q-val: 848.79, replay: 13865, Mem Usage: 5.8%
2024-10-31 12:35:39,590 - INFO - Ep.: 15, Score: 4000.0, e: 0.05, Steps: 445, Avg Q-val: 980.59, replay: 14310, Mem Usage: 5.8%
2024-10-31 12:35:40,280 - INFO - Ep.: 16, Score: 5600.0, e: 0.05, Steps: 704, Avg Q-val: 892.90, replay: 15014, Mem Usage: 5.9%
2024-10-31 12:35:40,849 - INFO - Ep.: 17, Score: 2400.0, e: 0.05, Steps: 556, Avg Q-val: 905.61, replay: 15570, Mem Usage: 5.9%
2024-10-31 12:35:41,610 - INFO - Ep.: 18, Score: 4800.0, e: 0.05, Steps: 785, Avg Q-val: 686.80, replay: 16355, Mem Usage: 6.0%
2024-10-31 12:35:42,224 - INFO - Ep.: 19, Score: 3200.0, e: 0.05, Steps: 614, Avg Q-val: 825.51, replay: 16969, Mem Usage: 6.0%
2024-10-31 12:35:43,150 - INFO - Ep.: 20, Score: 4800.0, e: 0.05, Steps: 968, Avg Q-val: 629.12, replay: 17937, Mem Usage: 6.1%
2024-10-31 12:35:43,517 - INFO - Ep.: 21, Score: 1600.0, e: 0.05, Steps: 324, Avg Q-val: 735.74, replay: 18261, Mem Usage: 6.1%
2024-10-31 12:35:43,937 - INFO - Ep.: 22, Score: 1600.0, e: 0.05, Steps: 394, Avg Q-val: 725.57, replay: 18655, Mem Usage: 6.2%
2024-10-31 12:35:44,549 - INFO - Ep.: 23, Score: 3200.0, e: 0.05, Steps: 611, Avg Q-val: 741.42, replay: 19266, Mem Usage: 6.2%
2024-10-31 12:35:45,686 - INFO - Ep.: 24, Score: 6400.0, e: 0.05, Steps: 1192, Avg Q-val: 795.01, replay: 20458, Mem Usage: 6.3%
2024-10-31 12:35:46,786 - INFO - Ep.: 25, Score: 7200.0, e: 0.05, Steps: 1177, Avg Q-val: 714.50, replay: 21635, Mem Usage: 6.4%
2024-10-31 12:35:47,619 - INFO - Ep.: 26, Score: 5600.0, e: 0.05, Steps: 868, Avg Q-val: 788.57, replay: 22503, Mem Usage: 6.5%
2024-10-31 12:35:48,700 - INFO - Ep.: 27, Score: 2400.0, e: 0.05, Steps: 1131, Avg Q-val: 589.83, replay: 23634, Mem Usage: 6.7%
2024-10-31 12:35:49,310 - INFO - Ep.: 28, Score: 3200.0, e: 0.05, Steps: 610, Avg Q-val: 814.56, replay: 24244, Mem Usage: 6.7%
2024-10-31 12:35:49,735 - INFO - Ep.: 29, Score: 4000.0, e: 0.05, Steps: 398, Avg Q-val: 972.91, replay: 24642, Mem Usage: 6.8%
2024-10-31 12:35:50,411 - INFO - Ep.: 30, Score: 4000.0, e: 0.05, Steps: 687, Avg Q-val: 723.90, replay: 25329, Mem Usage: 6.9%
2024-10-31 12:35:51,107 - INFO - Ep.: 31, Score: 4800.0, e: 0.05, Steps: 711, Avg Q-val: 749.52, replay: 26040, Mem Usage: 7.1%
